customer_id,region,segment,signup_date
C01894,NJ / Metro,Consumer,2021-01-30
C01895,Queens,Consumer,2021-02-17
C01896,Bronx,Consumer,2021-11-06
C01897,Brooklyn,Consumer,2021-09-29
C01898,Manhattan,Consumer,2021-12-18
C01899,NJ / Metro,Consumer,2024-08-14
C01900,NJ / Metro,Consumer,2020-12-16
C01901,Manhattan,Consumer,2023-12-26
C01902,Brooklyn,Consumer,2020-11-13
C01903,Staten Island,Consumer,2021-11-24
C01904,Bronx,Consumer,2021-10-17
C01905,Manhattan,Consumer,2022-12-30
C01906,Staten Island,Consumer,2024-12-06
C01907,Staten Island,Consumer,2020-07-12
C01908,Manhattan,SMB,2024-03-08
C01909,Manhattan,SMB,2022-11-09
C01910,Manhattan,Consumer,2024-11-24
C01911,Brooklyn,Consumer,2022-02-15
C01912,Bronx,Consumer,2021-06-06
C01913,Manhattan,Consumer,2022-08-19
C01914,Manhattan,Consumer,2021-09-11
C01915,Bronx,Consumer,2021-04-03
C01916,Bronx,SMB,2020-08-03
C01917,Bronx,Consumer,2020-06-06
C01918,Manhattan,Consumer,2020-11-12
C01919,Staten Island,Consumer,2020-12-05
C01920,Staten Island,Consumer,2024-02-24
C01921,Bronx,Consumer,2022-05-19
C01922,NJ / Metro,SMB,2021-12-09
C01923,Bronx,Consumer,2024-02-23
C01924,Brooklyn,Consumer,2021-03-06
C01925,Manhattan,Consumer,2021-02-01
C01926,Manhattan,Consumer,2020-06-09
C01927,Bronx,SMB,2024-08-04
C01928,Brooklyn,Consumer,2022-09-20
C01929,Brooklyn,Consumer,2020-07-20
C01930,Queens,Consumer,2022-03-10
C01931,Queens,Consumer,2022-10-01
C01932,Bronx,Consumer,2022-12-04
C01933,Staten Island,Consumer,2023-04-18
C01934,Manhattan,Enterprise,2021-09-18
C01935,Queens,Consumer,2023-05-13
C01936,Bronx,Consumer,2022-05-10
C01937,Bronx,SMB,2020-06-24
C01938,Brooklyn,Consumer,2020-06-03
C01939,Staten Island,Consumer,2023-06-14
C01940,Brooklyn,Enterprise,2020-10-17
C01941,NJ / Metro,Consumer,2020-09-19
C01942,Manhattan,SMB,2021-12-05
C01943,Bronx,Consumer,2024-11-09
C01944,Manhattan,SMB,2020-06-19
C01945,Brooklyn,SMB,2022-12-02
C01946,Manhattan,Consumer,2020-09-20
C01947,Staten Island,SMB,2022-12-19
C01948,Bronx,Consumer,2024-10-12
C01949,Manhattan,Consumer,2024-11-05
C01950,Manhattan,Consumer,2023-06-17
C01951,Bronx,Consumer,2024-09-13
C01952,Brooklyn,Consumer,2024-12-27
C01953,Manhattan,SMB,2023-10-08
C01954,Manhattan,SMB,2021-09-25
C01955,Brooklyn,Consumer,2023-12-28
C01956,Queens,Consumer,2020-08-04
C01957,Manhattan,SMB,2020-06-16
C01958,Bronx,Consumer,2024-02-10
C01959,Manhattan,Consumer,2020-11-27
C01960,Manhattan,Consumer,2022-12-21
C01961,NJ / Metro,Consumer,2022-09-08
C01962,Manhattan,SMB,2022-07-20
C01963,Brooklyn,SMB,2020-09-09
C01964,Bronx,SMB,2024-11-10
C01965,Bronx,Consumer,2022-05-23
C01966,NJ / Metro,Consumer,2021-11-21
C01967,Bronx,Consumer,2022-07-23
C01968,Manhattan,Consumer,2023-06-07
C01969,Bronx,Consumer,2022-10-14
C01970,Manhattan,Consumer,2022-12-19
C01971,NJ / Metro,Consumer,2021-05-23
C01972,Staten Island,Consumer,2023-10-10
C01973,Queens,Consumer,2024-06-10
C01974,Queens,Consumer,2020-11-19
C01975,Queens,Consumer,2020-12-27
C01976,Staten Island,Consumer,2022-03-24
C01977,Queens,SMB,2023-12-16
C01978,Queens,Consumer,2024-10-13
C01979,Manhattan,Consumer,2020-11-01
C01980,Bronx,SMB,2023-06-24
C01981,Bronx,Consumer,2021-12-07
C01982,Queens,Consumer,2020-10-20
C01983,Queens,SMB,2024-12-10
C01984,Bronx,Consumer,2024-12-24
C01985,Staten Island,Consumer,2024-08-10
C01986,Staten Island,Consumer,2023-11-27
C01987,Queens,Consumer,2021-06-25
C01988,Brooklyn,SMB,2020-10-24
C01989,Manhattan,Consumer,2023-06-09
C01990,NJ / Metro,SMB,2020-09-04
C01991,Manhattan,Consumer,2022-09-17
C01992,Brooklyn,SMB,2023-01-29
C01993,Queens,Consumer,2023-02-15
C01994,Queens,Consumer,2021-07-01
C01995,NJ / Metro,Consumer,2020-12-27
C01996,Manhattan,Consumer,2020-12-02
C01997,Queens,Consumer,2023-10-31
C01998,Bronx,Consumer,2020-11-09
C01999,Staten Island,Consumer,2020-11-23
C02000,Brooklyn,Consumer,2023-12-31
C02001,Queens,Consumer,2022-11-23
C02002,Brooklyn,Consumer,2023-12-13
C02003,Manhattan,Consumer,2023-03-24
C02004,Brooklyn,Consumer,2024-06-18
C02005,Queens,Consumer,2020-12-05
C02006,Queens,Consumer,2020-06-29
C02007,Manhattan,SMB,2024-07-18
C02008,NJ / Metro,Consumer,2020-10-09
C02009,Brooklyn,Consumer,2024-11-16
C02010,Manhattan,Consumer,2024-08-12
C02011,NJ / Metro,Consumer,2020-01-29
C02012,Brooklyn,Consumer,2020-08-09
C02013,NJ / Metro,Consumer,2022-08-19
C02014,NJ / Metro,SMB,2022-03-25
C02015,Brooklyn,Consumer,2024-10-23
C02016,Brooklyn,Consumer,2023-11-05
C02017,Queens,Consumer,2021-03-06
C02018,NJ / Metro,Consumer,2024-12-09
C02019,Queens,Consumer,2022-10-25
C02020,Brooklyn,SMB,2024-08-07
C02021,NJ / Metro,Consumer,2022-11-29
C02022,Brooklyn,Consumer,2021-06-27
C02023,Brooklyn,Consumer,2024-10-14
C02024,Queens,Consumer,2021-12-24
C02025,NJ / Metro,Consumer,2022-12-21
C02026,Bronx,Consumer,2022-11-26
C02027,Bronx,Consumer,2024-02-10
C02028,Staten Island,Consumer,2024-01-22
C02029,Queens,Consumer,2023-06-25
C02030,Staten Island,SMB,2020-12-22
C02031,Staten Island,Consumer,2023-11-02
C02032,Manhattan,Consumer,2022-01-03
C02033,NJ / Metro,Consumer,2020-09-26
C02034,NJ / Metro,SMB,2023-11-07
C02035,Brooklyn,Consumer,2024-03-31
C02036,NJ / Metro,Consumer,2020-08-14
C02037,Staten Island,Consumer,2023-10-18
C02038,Bronx,Consumer,2023-06-04
C02039,Brooklyn,Consumer,2022-07-20
C02040,Manhattan,Consumer,2022-01-03
C02041,Manhattan,SMB,2020-01-14
C02042,NJ / Metro,SMB,2022-12-26
C02043,NJ / Metro,SMB,2024-11-28
C02044,Brooklyn,Consumer,2022-05-30
C02045,Bronx,Consumer,2024-08-05
C02046,Manhattan,Consumer,2022-02-20
C02047,Bronx,Consumer,2022-11-15
C02048,Staten Island,SMB,2022-10-25
C02049,Brooklyn,Consumer,2020-09-07
C02050,Brooklyn,SMB,2024-02-06
C02051,Queens,Consumer,2021-05-25
C02052,Staten Island,Consumer,2022-12-29
C02053,Staten Island,SMB,2020-08-23
C02054,Staten Island,Consumer,2022-01-14
C02055,Staten Island,Consumer,2022-07-27
C02056,Manhattan,Consumer,2021-08-06
C02057,Queens,Consumer,2022-10-29
C02058,Brooklyn,Consumer,2021-11-29
C02059,Staten Island,Consumer,2021-02-06
C02060,Queens,Consumer,2023-11-26
C02061,Queens,Consumer,2021-04-11
C02062,Staten Island,Consumer,2023-06-19
C02063,Staten Island,Consumer,2022-08-29
C02064,Queens,Consumer,2023-11-15
C02065,Manhattan,SMB,2022-05-27
C02066,NJ / Metro,Consumer,2021-03-02
C02067,Staten Island,Consumer,2022-11-22
C02068,NJ / Metro,Consumer,2023-11-25
C02069,NJ / Metro,Consumer,2022-02-12
C02070,Staten Island,Consumer,2024-10-16
C02071,Manhattan,Consumer,2020-04-21
C02072,Bronx,Consumer,2024-11-23
C02073,Brooklyn,Consumer,2022-04-26
C02074,Queens,Consumer,2022-07-17
C02075,Brooklyn,Consumer,2022-10-10
C02076,Brooklyn,Consumer,2022-09-02
C02077,Brooklyn,Consumer,2023-11-25
C02078,Staten Island,Consumer,2024-09-26
C02079,Brooklyn,Consumer,2024-08-22
C02080,Brooklyn,Consumer,2020-04-26
C02081,Staten Island,Consumer,2022-12-04
C02082,Bronx,SMB,2024-08-04
C02083,Manhattan,Consumer,2020-11-03
C02084,Queens,Consumer,2021-04-04
C02085,Brooklyn,Consumer,2024-05-18
C02086,Bronx,Consumer,2024-06-13
C02087,NJ / Metro,Consumer,2023-11-12
C02088,Staten Island,Consumer,2021-01-17
C02089,NJ / Metro,Consumer,2020-09-14
C02090,Queens,Consumer,2024-10-22
C02091,Brooklyn,Consumer,2022-10-31
C02092,Manhattan,Consumer,2021-10-29
C02093,Manhattan,Consumer,2023-01-26
C02094,Bronx,Consumer,2023-05-15
C02095,Manhattan,Enterprise,2022-12-25
C02096,Bronx,SMB,2023-11-23
C02097,Queens,Consumer,2020-11-17
C02098,Staten Island,Consumer,2022-08-13
C02099,Queens,Consumer,2023-11-11
C02100,Brooklyn,Consumer,2022-04-09
C02101,Staten Island,Consumer,2020-12-16
C02102,Staten Island,Consumer,2023-03-21
C02103,NJ / Metro,Consumer,2023-08-17
C02104,NJ / Metro,Consumer,2021-03-24
C02105,Brooklyn,Consumer,2021-11-01
C02106,Queens,Consumer,2022-12-29
C02107,NJ / Metro,Consumer,2021-08-30
C02108,Staten Island,Consumer,2024-12-01
C02109,Manhattan,Consumer,2022-07-20
C02110,NJ / Metro,Consumer,2024-02-15
C02111,Manhattan,SMB,2020-11-21
C02112,Manhattan,Consumer,2020-06-29
C02113,Brooklyn,Consumer,2022-11-17
C02114,Bronx,Consumer,2024-12-18
C02115,Queens,Consumer,2024-05-14
C02116,NJ / Metro,Consumer,2023-12-28
C02117,Manhattan,SMB,2020-12-20
C02118,Queens,Consumer,2022-08-02
C02119,Brooklyn,SMB,2020-03-13
C02120,Brooklyn,Consumer,2022-12-17
C02121,Bronx,SMB,2022-09-03
C02122,Brooklyn,Consumer,2024-05-24
C02123,Staten Island,Consumer,2021-09-23
C02124,Staten Island,Consumer,2021-10-10
C02125,Queens,Consumer,2020-10-19
C02126,Bronx,Consumer,2024-12-23
C02127,NJ / Metro,Consumer,2020-06-24
C02128,Brooklyn,Consumer,2021-03-04
C02129,Queens,Consumer,2023-11-20
C02130,NJ / Metro,Consumer,2021-03-18
C02131,Staten Island,Consumer,2021-05-21
C02132,Bronx,Enterprise,2022-12-13
C02133,Bronx,Consumer,2021-04-17
C02134,Queens,Consumer,2023-08-20
C02135,Queens,Consumer,2021-06-08
C02136,Bronx,Consumer,2024-11-30
C02137,Brooklyn,Consumer,2021-02-28
C02138,Staten Island,Consumer,2021-05-04
C02139,Queens,Consumer,2022-05-16
C02140,Brooklyn,Consumer,2022-09-15
C02141,NJ / Metro,Consumer,2024-01-15
C02142,NJ / Metro,Consumer,2023-11-17
C02143,Brooklyn,Consumer,2024-11-28
C02144,Staten Island,Consumer,2022-02-12
C02145,NJ / Metro,Consumer,2023-09-14
C02146,Bronx,Consumer,2022-05-23
C02147,Brooklyn,Consumer,2020-07-31
C02148,Brooklyn,Consumer,2023-09-11
C02149,Staten Island,Consumer,2021-09-04
C02150,Queens,Consumer,2024-03-10
C02151,Manhattan,Consumer,2023-08-31
C02152,Manhattan,SMB,2023-09-08
C02153,Brooklyn,Consumer,2022-12-08
C02154,Brooklyn,Consumer,2021-05-11
C02155,Staten Island,Consumer,2022-12-03
C02156,NJ / Metro,Consumer,2023-04-21
C02157,Brooklyn,Consumer,2023-11-26
C02158,NJ / Metro,SMB,2022-07-22
C02159,Queens,Consumer,2022-11-07
C02160,Manhattan,Consumer,2022-11-26
C02161,Bronx,SMB,2023-06-25
C02162,Manhattan,Enterprise,2024-11-26
C02163,Queens,SMB,2021-04-20
C02164,Staten Island,Consumer,2022-12-25
C02165,NJ / Metro,SMB,2020-12-10
C02166,Queens,SMB,2023-09-01
C02167,Bronx,Consumer,2023-01-28
C02168,Manhattan,SMB,2021-12-25
C02169,NJ / Metro,Consumer,2024-07-12
C02170,Brooklyn,Consumer,2022-10-06
C02171,Queens,SMB,2022-06-13
C02172,Brooklyn,Consumer,2021-10-31
C02173,Bronx,Consumer,2022-03-25
C02174,Queens,Consumer,2022-02-27
C02175,NJ / Metro,Consumer,2021-06-01
C02176,Queens,SMB,2022-12-21
C02177,Staten Island,Consumer,2022-05-16
C02178,Queens,SMB,2021-04-03
C02179,Brooklyn,Consumer,2023-01-28
C02180,Bronx,Consumer,2024-11-09
C02181,Bronx,Consumer,2020-02-12
C02182,Brooklyn,Consumer,2023-12-29
C02183,Bronx,SMB,2023-07-03
C02184,NJ / Metro,SMB,2021-11-27
C02185,Brooklyn,Consumer,2020-04-18
C02186,Staten Island,Consumer,2022-11-03
C02187,Staten Island,Consumer,2023-06-04
C02188,Manhattan,Consumer,2020-09-03
C02189,Brooklyn,SMB,2024-02-04
C02190,Brooklyn,SMB,2020-08-07
C02191,Brooklyn,Consumer,2024-01-11
C02192,NJ / Metro,SMB,2024-11-22
C02193,NJ / Metro,Consumer,2020-04-15
C02194,Bronx,Consumer,2024-07-15
C02195,Manhattan,SMB,2024-01-20
C02196,Bronx,Consumer,2020-12-27
C02197,Manhattan,Consumer,2024-12-12
C02198,Staten Island,Consumer,2021-02-18
C02199,Queens,Consumer,2020-11-15
C02200,Bronx,SMB,2020-03-26
C02201,NJ / Metro,Consumer,2023-05-24
C02202,Queens,Consumer,2023-10-07
C02203,Queens,Consumer,2023-07-17
C02204,Queens,Consumer,2020-04-03
C02205,NJ / Metro,Consumer,2024-12-28
C02206,Bronx,Consumer,2023-03-19
C02207,Queens,Consumer,2024-10-06
C02208,Bronx,Consumer,2021-07-05
C02209,Staten Island,Consumer,2024-12-25
C02210,Brooklyn,Consumer,2021-08-03
C02211,Brooklyn,Consumer,2023-03-12
C02212,Staten Island,Consumer,2020-09-15
C02213,Queens,SMB,2023-02-15
C02214,Brooklyn,Consumer,2020-02-19
C02215,Queens,Consumer,2022-07-11
C02216,Manhattan,Consumer,2021-12-05
C02217,Manhattan,Consumer,2024-11-29
C02218,Manhattan,Consumer,2020-07-15
C02219,Queens,Consumer,2024-08-17
C02220,Manhattan,Consumer,2023-12-28
C02221,Staten Island,Consumer,2023-03-12
C02222,Queens,Consumer,2022-06-26
C02223,NJ / Metro,Consumer,2020-06-22
C02224,Staten Island,Consumer,2020-12-21
C02225,Brooklyn,Consumer,2020-10-04
C02226,Bronx,Consumer,2022-01-22
C02227,Brooklyn,Consumer,2021-12-01
C02228,Brooklyn,Consumer,2024-11-03
C02229,Staten Island,Consumer,2020-12-27
C02230,Staten Island,Consumer,2023-02-11
C02231,Manhattan,Consumer,2023-09-20
C02232,Manhattan,Consumer,2022-07-06
C02233,Manhattan,Consumer,2021-12-30
C02234,NJ / Metro,Consumer,2020-03-13
C02235,NJ / Metro,Consumer,2023-10-24
C02236,Queens,Consumer,2021-11-02
C02237,Brooklyn,Enterprise,2021-05-17
C02238,Brooklyn,Consumer,2021-05-23
C02239,Brooklyn,Consumer,2020-09-18
C02240,Brooklyn,Consumer,2020-09-23
C02241,Bronx,Consumer,2023-03-23
C02242,Queens,Consumer,2022-09-15
C02243,Staten Island,Consumer,2023-10-24
C02244,Staten Island,Consumer,2022-07-22
C02245,Staten Island,Consumer,2020-11-01
C02246,NJ / Metro,Enterprise,2020-06-25
C02247,Staten Island,Consumer,2024-10-02
C02248,Brooklyn,Consumer,2023-12-06
C02249,NJ / Metro,Consumer,2022-04-21
C02250,Queens,Enterprise,2024-04-25
C02251,Staten Island,Consumer,2024-10-14
C02252,Queens,SMB,2024-05-02
C02253,Bronx,SMB,2023-12-14
C02254,Bronx,Consumer,2020-12-27
C02255,Staten Island,Consumer,2020-01-10
C02256,Manhattan,Consumer,2021-11-27
C02257,Manhattan,Consumer,2020-11-26
C02258,Bronx,Consumer,2020-12-10
C02259,Brooklyn,Consumer,2023-06-30
C02260,NJ / Metro,Consumer,2023-02-18
C02261,Manhattan,Consumer,2024-03-25
C02262,Brooklyn,Consumer,2021-07-11
C02263,Brooklyn,Consumer,2024-01-10
C02264,NJ / Metro,Consumer,2023-07-02
C02265,Manhattan,Consumer,2022-03-24
C02266,Queens,Consumer,2020-11-22
C02267,Queens,Consumer,2024-12-21
C02268,Bronx,Consumer,2023-09-29
C02269,Staten Island,Consumer,2024-09-02
C02270,NJ / Metro,Consumer,2024-09-14
C02271,Brooklyn,Consumer,2022-05-31
C02272,Manhattan,Consumer,2024-08-18
C02273,Staten Island,Consumer,2022-04-02
C02274,Bronx,Consumer,2024-03-10
C02275,Staten Island,Enterprise,2022-08-28
C02276,Staten Island,Consumer,2023-12-22
C02277,Queens,Consumer,2021-12-20
C02278,Bronx,SMB,2020-09-25
C02279,Brooklyn,SMB,2021-12-02
C02280,Brooklyn,Consumer,2021-11-03
C02281,Manhattan,Consumer,2023-11-05
C02282,Manhattan,Consumer,2020-05-03
C02283,Brooklyn,SMB,2022-10-19
C02284,NJ / Metro,Consumer,2022-11-28
C02285,Bronx,Consumer,2024-12-29
C02286,Queens,Consumer,2021-05-24
C02287,Queens,Consumer,2023-08-22
C02288,Bronx,Consumer,2023-04-02
C02289,Queens,Consumer,2020-09-27
C02290,Brooklyn,Consumer,2024-04-07
C02291,Queens,Consumer,2022-09-14
C02292,NJ / Metro,Consumer,2021-04-02
C02293,Queens,Consumer,2021-09-03
C02294,NJ / Metro,Consumer,2021-06-26
C02295,Bronx,Consumer,2022-12-05
C02296,Brooklyn,Consumer,2021-11-08
C02297,Manhattan,Consumer,2024-04-13
C02298,Bronx,SMB,2021-05-22
C02299,Staten Island,Consumer,2024-11-24
C02300,NJ / Metro,Consumer,2020-11-27
C02301,Queens,Consumer,2022-02-17
C02302,Brooklyn,Consumer,2024-04-08
C02303,Staten Island,Consumer,2021-08-08
C02304,Manhattan,Consumer,2024-02-17
C02305,Staten Island,Consumer,2024-03-17
C02306,NJ / Metro,Enterprise,2023-01-13
C02307,Staten Island,Enterprise,2023-11-05
C02308,Queens,Consumer,2024-05-28
C02309,Manhattan,Consumer,2024-12-02
C02310,Bronx,Consumer,2021-08-01
C02311,NJ / Metro,SMB,2023-12-18
C02312,Staten Island,SMB,2024-12-21
C02313,Manhattan,Consumer,2024-11-24
C02314,Brooklyn,SMB,2024-03-03
C02315,NJ / Metro,Consumer,2023-02-18
C02316,Brooklyn,SMB,2020-05-26
C02317,Brooklyn,Consumer,2023-06-03
C02318,Brooklyn,Consumer,2021-02-07
C02319,Brooklyn,SMB,2024-05-10
C02320,NJ / Metro,Consumer,2020-02-28
C02321,Manhattan,Consumer,2023-10-26
C02322,NJ / Metro,Consumer,2022-09-29
C02323,Queens,Consumer,2021-06-23
C02324,Staten Island,SMB,2024-05-25
C02325,Bronx,Consumer,2020-06-27
C02326,Manhattan,Consumer,2023-01-22
C02327,Queens,Consumer,2022-11-10
C02328,Staten Island,Consumer,2021-11-01
C02329,Manhattan,Consumer,2020-10-03
C02330,Brooklyn,Consumer,2024-03-23
C02331,Staten Island,Consumer,2023-05-22
C02332,Bronx,Consumer,2024-01-21
C02333,Brooklyn,Consumer,2020-04-15
C02334,Bronx,Consumer,2022-09-08
C02335,Bronx,Consumer,2021-04-01
C02336,Bronx,Consumer,2022-04-17
C02337,Staten Island,Consumer,2023-09-16
C02338,Staten Island,Consumer,2020-08-29
C02339,Manhattan,Consumer,2021-10-30
C02340,Manhattan,Consumer,2022-12-10
C02341,Bronx,Consumer,2021-12-29
C02342,Manhattan,Consumer,2020-04-18
C02343,Staten Island,Consumer,2020-09-04
C02344,NJ / Metro,Consumer,2021-12-07
C02345,NJ / Metro,Consumer,2020-11-11
C02346,Manhattan,Consumer,2022-05-22
C02347,Queens,Consumer,2024-11-25
C02348,Brooklyn,Consumer,2021-09-26
C02349,Bronx,Consumer,2024-11-30
C02350,Queens,Consumer,2021-10-30
C02351,Bronx,Consumer,2022-02-20
C02352,Manhattan,Consumer,2021-12-13
C02353,Queens,SMB,2024-09-26
C02354,Queens,Consumer,2021-12-28
C02355,Staten Island,Consumer,2022-12-21
C02356,Queens,Consumer,2020-10-29
C02357,Manhattan,Consumer,2022-06-30
C02358,Manhattan,Consumer,2021-11-19
C02359,Staten Island,Consumer,2020-11-16
C02360,Queens,Consumer,2023-12-28
C02361,Bronx,Consumer,2024-09-29
C02362,Staten Island,Consumer,2024-01-18
C02363,Queens,SMB,2023-08-26
C02364,NJ / Metro,Consumer,2023-08-10
C02365,Staten Island,Consumer,2020-08-17
C02366,NJ / Metro,Consumer,2024-07-28
C02367,Manhattan,Consumer,2021-04-05
C02368,Bronx,Consumer,2024-05-19
C02369,NJ / Metro,Consumer,2022-12-25
C02370,Staten Island,Consumer,2020-08-22
C02371,Brooklyn,Consumer,2024-01-08
C02372,Staten Island,Consumer,2021-11-18
C02373,Bronx,Consumer,2021-10-30
C02374,Queens,Consumer,2020-08-10
C02375,Brooklyn,Consumer,2023-03-13
C02376,Staten Island,Consumer,2023-04-27
C02377,Brooklyn,Consumer,2023-11-30
C02378,Bronx,Consumer,2022-06-30
C02379,Brooklyn,SMB,2023-01-22
C02380,Queens,Consumer,2021-07-07
C02381,Manhattan,SMB,2022-08-26
C02382,NJ / Metro,Consumer,2023-02-10
C02383,Bronx,Consumer,2024-02-07
C02384,Brooklyn,Consumer,2021-12-18
C02385,Manhattan,SMB,2020-10-17
C02386,NJ / Metro,Consumer,2021-10-12
C02387,Manhattan,Consumer,2021-02-02
C02388,Staten Island,Consumer,2021-01-01
C02389,Bronx,SMB,2022-10-31
C02390,NJ / Metro,Consumer,2023-04-16
C02391,Manhattan,Consumer,2023-12-11
C02392,NJ / Metro,Consumer,2021-06-27
C02393,Bronx,Consumer,2021-04-07
C02394,Manhattan,Consumer,2022-12-26
C02395,Brooklyn,Consumer,2021-06-23
C02396,Brooklyn,Consumer,2022-11-10
C02397,Queens,Consumer,2024-12-17
C02398,Manhattan,Consumer,2023-11-28
C02399,Brooklyn,Consumer,2024-02-24
C02400,Queens,Consumer,2022-12-11
C02401,Queens,Consumer,2021-12-26
C02402,Staten Island,Consumer,2020-02-21
C02403,Manhattan,Consumer,2020-12-23
C02404,Bronx,Consumer,2024-07-18
C02405,Brooklyn,Consumer,2022-10-08
C02406,Bronx,SMB,2020-08-01
C02407,Manhattan,Enterprise,2021-12-14
C02408,Queens,Consumer,2022-10-28
C02409,Staten Island,Consumer,2023-04-20
C02410,NJ / Metro,SMB,2024-10-10
C02411,Manhattan,Consumer,2020-08-25
C02412,Brooklyn,SMB,2021-02-06
C02413,Staten Island,Consumer,2021-11-19
C02414,Staten Island,SMB,2023-10-05
C02415,Queens,Consumer,2024-09-26
C02416,Manhattan,Consumer,2024-12-03
C02417,Bronx,Consumer,2022-03-21
C02418,Staten Island,Consumer,2022-12-20
C02419,Brooklyn,Consumer,2023-08-06
C02420,Brooklyn,Consumer,2021-09-22
C02421,Brooklyn,Consumer,2024-10-16
C02422,Brooklyn,Consumer,2021-10-10
C02423,Brooklyn,Consumer,2023-05-14
C02424,Bronx,Consumer,2024-02-10
C02425,Brooklyn,Consumer,2021-08-19
C02426,Queens,Consumer,2020-12-19
C02427,Queens,Consumer,2022-08-14
C02428,Manhattan,Consumer,2023-10-14
C02429,Manhattan,Consumer,2022-06-24
C02430,Staten Island,Consumer,2020-04-07
C02431,Staten Island,Consumer,2024-10-26
C02432,Bronx,Consumer,2023-01-29
C02433,NJ / Metro,Consumer,2024-12-24
C02434,Queens,SMB,2022-06-10
C02435,NJ / Metro,Consumer,2021-02-18
C02436,Queens,SMB,2024-02-09
C02437,Bronx,Consumer,2023-04-19
C02438,Brooklyn,Consumer,2020-09-28
C02439,NJ / Metro,Consumer,2024-09-16
C02440,NJ / Metro,Consumer,2020-10-26
C02441,Queens,SMB,2022-08-02
C02442,Queens,Consumer,2024-01-10
C02443,Queens,Consumer,2020-12-03
C02444,Brooklyn,Consumer,2024-07-14
C02445,NJ / Metro,Consumer,2021-12-10
C02446,Bronx,Consumer,2022-11-12
C02447,Brooklyn,Consumer,2021-11-28
C02448,Manhattan,Consumer,2022-11-06
C02449,Bronx,Consumer,2023-02-10
C02450,Queens,Consumer,2021-01-16
C02451,Bronx,Consumer,2022-04-29
C02452,Manhattan,Consumer,2023-11-17
C02453,Manhattan,Consumer,2021-11-05
C02454,Bronx,Consumer,2020-05-11
C02455,Staten Island,Consumer,2021-11-19
C02456,NJ / Metro,Consumer,2020-11-20
C02457,Queens,Consumer,2023-08-15
C02458,Bronx,SMB,2021-05-04
C02459,Brooklyn,Consumer,2020-11-07
C02460,Manhattan,Consumer,2023-09-02
C02461,NJ / Metro,Consumer,2021-11-14
C02462,Queens,Consumer,2020-06-26
C02463,NJ / Metro,Consumer,2020-03-07
C02464,Staten Island,Consumer,2023-05-11
C02465,Bronx,Consumer,2022-03-29
C02466,Bronx,Consumer,2022-04-15
C02467,Manhattan,SMB,2023-11-18
C02468,NJ / Metro,Consumer,2024-10-22
C02469,Manhattan,Consumer,2024-11-07
C02470,Staten Island,Consumer,2023-07-01
C02471,NJ / Metro,Consumer,2024-02-22
C02472,Manhattan,SMB,2022-01-06
C02473,Brooklyn,Consumer,2020-11-27
C02474,Staten Island,Consumer,2022-12-02
C02475,Manhattan,Consumer,2020-10-04
C02476,Manhattan,Consumer,2020-12-26
C02477,Bronx,Consumer,2021-06-16
C02478,Manhattan,Consumer,2023-09-16
C02479,Staten Island,Consumer,2024-12-21
C02480,Brooklyn,Consumer,2023-11-26
C02481,Bronx,Consumer,2020-10-10
C02482,Brooklyn,SMB,2024-11-03
C02483,Staten Island,Consumer,2020-05-28
C02484,Bronx,Consumer,2023-11-07
C02485,Staten Island,SMB,2023-12-05
C02486,Brooklyn,Consumer,2020-01-10
C02487,Staten Island,Consumer,2023-07-03
C02488,Bronx,Consumer,2021-04-27
C02489,Staten Island,Consumer,2024-12-07
C02490,Brooklyn,Consumer,2021-08-25
C02491,NJ / Metro,Enterprise,2022-10-31
C02492,Queens,SMB,2023-10-03
C02493,Brooklyn,Consumer,2022-04-19
C02494,Manhattan,SMB,2024-10-23
C02495,Brooklyn,Consumer,2021-08-21
C02496,Queens,Consumer,2021-10-19
C02497,Bronx,Consumer,2024-08-13
C02498,Manhattan,Consumer,2023-02-16
C02499,Queens,Consumer,2024-04-19
C02500,Staten Island,Consumer,2021-06-05
C02501,NJ / Metro,Consumer,2024-01-04
C02502,Bronx,Consumer,2020-11-01
C02503,NJ / Metro,Consumer,2024-04-20
C02504,Bronx,Consumer,2022-06-29
C02505,Staten Island,Consumer,2020-04-01
C02506,Brooklyn,Consumer,2023-09-27
C02507,Bronx,Consumer,2021-04-09
C02508,Manhattan,Consumer,2023-12-10
C02509,Staten Island,Consumer,2024-06-27
C02510,Brooklyn,Consumer,2022-10-09
C02511,Bronx,Consumer,2021-11-20
C02512,NJ / Metro,Consumer,2022-04-28
C02513,Manhattan,Consumer,2022-06-25
C02514,Bronx,Consumer,2024-12-04
C02515,Staten Island,Consumer,2022-12-21
C02516,NJ / Metro,Consumer,2022-01-23
C02517,NJ / Metro,SMB,2020-08-15
C02518,Staten Island,Consumer,2022-04-14
C02519,Brooklyn,SMB,2023-04-03
C02520,Brooklyn,Consumer,2020-02-16
C02521,Staten Island,Consumer,2023-04-05
C02522,Manhattan,SMB,2024-06-22
C02523,Queens,Consumer,2022-11-06
C02524,Bronx,Consumer,2020-01-09
C02525,NJ / Metro,Consumer,2023-03-31
C02526,NJ / Metro,Consumer,2024-10-09
C02527,Bronx,Consumer,2021-07-10
C02528,Bronx,Enterprise,2021-10-24
C02529,Manhattan,Consumer,2020-01-21
C02530,Bronx,SMB,2021-12-13
C02531,Brooklyn,Consumer,2023-05-08
C02532,Manhattan,Consumer,2020-09-14
