date,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,season,is_weekend,is_us_holiday,us_holiday_name,is_thanksgiving_period,is_black_friday,is_black_friday_cyber_period,is_christmas_period,is_diwali_period,is_lunar_new_year_period,is_eid_period,is_holiday_season,fiscal_year,fiscal_quarter,fiscal_month
2020-08-19,2020,8,August,19,3,Wednesday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-20,2020,8,August,20,4,Thursday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-21,2020,8,August,21,5,Friday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-22,2020,8,August,22,6,Saturday,34,3,Summer,1,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-23,2020,8,August,23,7,Sunday,34,3,Summer,1,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-24,2020,8,August,24,1,Monday,35,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-25,2020,8,August,25,2,Tuesday,35,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-26,2020,8,August,26,3,Wednesday,35,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-27,2020,8,August,27,4,Thursday,35,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-28,2020,8,August,28,5,Friday,35,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-29,2020,8,August,29,6,Saturday,35,3,Summer,1,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-30,2020,8,August,30,7,Sunday,35,3,Summer,1,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-08-31,2020,8,August,31,1,Monday,36,3,Summer,0,0,,0,0,0,0,0,0,0,0,2020,3,8
2020-09-01,2020,9,September,1,2,Tuesday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-02,2020,9,September,2,3,Wednesday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-03,2020,9,September,3,4,Thursday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-04,2020,9,September,4,5,Friday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-05,2020,9,September,5,6,Saturday,36,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-06,2020,9,September,6,7,Sunday,36,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-07,2020,9,September,7,1,Monday,37,3,Fall,0,1,Labor Day,0,0,0,0,0,0,0,0,2020,3,9
2020-09-08,2020,9,September,8,2,Tuesday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-09,2020,9,September,9,3,Wednesday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-10,2020,9,September,10,4,Thursday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-11,2020,9,September,11,5,Friday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-12,2020,9,September,12,6,Saturday,37,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-13,2020,9,September,13,7,Sunday,37,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-14,2020,9,September,14,1,Monday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-15,2020,9,September,15,2,Tuesday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-16,2020,9,September,16,3,Wednesday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-17,2020,9,September,17,4,Thursday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-18,2020,9,September,18,5,Friday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-19,2020,9,September,19,6,Saturday,38,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-20,2020,9,September,20,7,Sunday,38,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-21,2020,9,September,21,1,Monday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-22,2020,9,September,22,2,Tuesday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-23,2020,9,September,23,3,Wednesday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-24,2020,9,September,24,4,Thursday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-25,2020,9,September,25,5,Friday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-26,2020,9,September,26,6,Saturday,39,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-27,2020,9,September,27,7,Sunday,39,3,Fall,1,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-28,2020,9,September,28,1,Monday,40,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-29,2020,9,September,29,2,Tuesday,40,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-09-30,2020,9,September,30,3,Wednesday,40,3,Fall,0,0,,0,0,0,0,0,0,0,0,2020,3,9
2020-10-01,2020,10,October,1,4,Thursday,40,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-02,2020,10,October,2,5,Friday,40,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-03,2020,10,October,3,6,Saturday,40,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-04,2020,10,October,4,7,Sunday,40,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-05,2020,10,October,5,1,Monday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-06,2020,10,October,6,2,Tuesday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-07,2020,10,October,7,3,Wednesday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-08,2020,10,October,8,4,Thursday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-09,2020,10,October,9,5,Friday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-10,2020,10,October,10,6,Saturday,41,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-11,2020,10,October,11,7,Sunday,41,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-12,2020,10,October,12,1,Monday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-13,2020,10,October,13,2,Tuesday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-14,2020,10,October,14,3,Wednesday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-15,2020,10,October,15,4,Thursday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-16,2020,10,October,16,5,Friday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-17,2020,10,October,17,6,Saturday,42,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-18,2020,10,October,18,7,Sunday,42,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-19,2020,10,October,19,1,Monday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-20,2020,10,October,20,2,Tuesday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-21,2020,10,October,21,3,Wednesday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-22,2020,10,October,22,4,Thursday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-23,2020,10,October,23,5,Friday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-24,2020,10,October,24,6,Saturday,43,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-25,2020,10,October,25,7,Sunday,43,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-26,2020,10,October,26,1,Monday,44,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-27,2020,10,October,27,2,Tuesday,44,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-28,2020,10,October,28,3,Wednesday,44,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-29,2020,10,October,29,4,Thursday,44,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-30,2020,10,October,30,5,Friday,44,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-10-31,2020,10,October,31,6,Saturday,44,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,10
2020-11-01,2020,11,November,1,7,Sunday,44,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-02,2020,11,November,2,1,Monday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-03,2020,11,November,3,2,Tuesday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-04,2020,11,November,4,3,Wednesday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-05,2020,11,November,5,4,Thursday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-06,2020,11,November,6,5,Friday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-07,2020,11,November,7,6,Saturday,45,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-08,2020,11,November,8,7,Sunday,45,4,Fall,1,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-09,2020,11,November,9,1,Monday,46,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-10,2020,11,November,10,2,Tuesday,46,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-11,2020,11,November,11,3,Wednesday,46,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-12,2020,11,November,12,4,Thursday,46,4,Fall,0,0,,0,0,0,0,0,0,0,0,2020,4,11
2020-11-13,2020,11,November,13,5,Friday,46,4,Fall,0,0,,0,0,0,0,1,0,0,0,2020,4,11
2020-11-14,2020,11,November,14,6,Saturday,46,4,Fall,1,0,,0,0,0,0,1,0,0,0,2020,4,11
2020-11-15,2020,11,November,15,7,Sunday,46,4,Fall,1,0,,0,0,0,0,1,0,0,1,2020,4,11
2020-11-16,2020,11,November,16,1,Monday,47,4,Fall,0,0,,0,0,0,0,1,0,0,1,2020,4,11
2020-11-17,2020,11,November,17,2,Tuesday,47,4,Fall,0,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-18,2020,11,November,18,3,Wednesday,47,4,Fall,0,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-19,2020,11,November,19,4,Thursday,47,4,Fall,0,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-20,2020,11,November,20,5,Friday,47,4,Fall,0,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-21,2020,11,November,21,6,Saturday,47,4,Fall,1,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-22,2020,11,November,22,7,Sunday,47,4,Fall,1,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-23,2020,11,November,23,1,Monday,48,4,Fall,0,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-24,2020,11,November,24,2,Tuesday,48,4,Fall,0,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-25,2020,11,November,25,3,Wednesday,48,4,Fall,0,0,,0,0,0,0,0,0,0,1,2020,4,11
2020-11-26,2020,11,November,26,4,Thursday,48,4,Fall,0,1,Thanksgiving,1,0,0,0,0,0,0,1,2020,4,11
2020-11-27,2020,11,November,27,5,Friday,48,4,Fall,0,0,,1,1,1,0,0,0,0,1,2020,4,11
2020-11-28,2020,11,November,28,6,Saturday,48,4,Fall,1,0,,1,0,1,0,0,0,0,1,2020,4,11
2020-11-29,2020,11,November,29,7,Sunday,48,4,Fall,1,0,,0,0,1,0,0,0,0,1,2020,4,11
2020-11-30,2020,11,November,30,1,Monday,49,4,Fall,0,0,,0,0,1,0,0,0,0,1,2020,4,11
2020-12-01,2020,12,December,1,2,Tuesday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-02,2020,12,December,2,3,Wednesday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-03,2020,12,December,3,4,Thursday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-04,2020,12,December,4,5,Friday,49,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-05,2020,12,December,5,6,Saturday,49,4,Winter,1,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-06,2020,12,December,6,7,Sunday,49,4,Winter,1,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-07,2020,12,December,7,1,Monday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-08,2020,12,December,8,2,Tuesday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-09,2020,12,December,9,3,Wednesday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-10,2020,12,December,10,4,Thursday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-11,2020,12,December,11,5,Friday,50,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-12,2020,12,December,12,6,Saturday,50,4,Winter,1,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-13,2020,12,December,13,7,Sunday,50,4,Winter,1,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-14,2020,12,December,14,1,Monday,51,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-15,2020,12,December,15,2,Tuesday,51,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-16,2020,12,December,16,3,Wednesday,51,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-17,2020,12,December,17,4,Thursday,51,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-18,2020,12,December,18,5,Friday,51,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-19,2020,12,December,19,6,Saturday,51,4,Winter,1,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-20,2020,12,December,20,7,Sunday,51,4,Winter,1,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-21,2020,12,December,21,1,Monday,52,4,Winter,0,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-22,2020,12,December,22,2,Tuesday,52,4,Winter,0,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-23,2020,12,December,23,3,Wednesday,52,4,Winter,0,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-24,2020,12,December,24,4,Thursday,52,4,Winter,0,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-25,2020,12,December,25,5,Friday,52,4,Winter,0,1,Christmas,0,0,0,1,0,0,0,1,2020,4,12
2020-12-26,2020,12,December,26,6,Saturday,52,4,Winter,1,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-27,2020,12,December,27,7,Sunday,52,4,Winter,1,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-28,2020,12,December,28,1,Monday,53,4,Winter,0,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-29,2020,12,December,29,2,Tuesday,53,4,Winter,0,0,,0,0,0,1,0,0,0,1,2020,4,12
2020-12-30,2020,12,December,30,3,Wednesday,53,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2020-12-31,2020,12,December,31,4,Thursday,53,4,Winter,0,0,,0,0,0,0,0,0,0,1,2020,4,12
2021-01-01,2021,1,January,1,5,Friday,53,1,Winter,0,1,New Year,0,0,0,0,0,0,0,0,2021,1,1
2021-01-02,2021,1,January,2,6,Saturday,53,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-03,2021,1,January,3,7,Sunday,53,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-04,2021,1,January,4,1,Monday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-05,2021,1,January,5,2,Tuesday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-06,2021,1,January,6,3,Wednesday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-07,2021,1,January,7,4,Thursday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-08,2021,1,January,8,5,Friday,1,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-09,2021,1,January,9,6,Saturday,1,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-10,2021,1,January,10,7,Sunday,1,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-11,2021,1,January,11,1,Monday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-12,2021,1,January,12,2,Tuesday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-13,2021,1,January,13,3,Wednesday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-14,2021,1,January,14,4,Thursday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-15,2021,1,January,15,5,Friday,2,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-16,2021,1,January,16,6,Saturday,2,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-17,2021,1,January,17,7,Sunday,2,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-18,2021,1,January,18,1,Monday,3,1,Winter,0,1,MLK Day,0,0,0,0,0,0,0,0,2021,1,1
2021-01-19,2021,1,January,19,2,Tuesday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-20,2021,1,January,20,3,Wednesday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-21,2021,1,January,21,4,Thursday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-22,2021,1,January,22,5,Friday,3,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-23,2021,1,January,23,6,Saturday,3,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-24,2021,1,January,24,7,Sunday,3,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-25,2021,1,January,25,1,Monday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-26,2021,1,January,26,2,Tuesday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-27,2021,1,January,27,3,Wednesday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-28,2021,1,January,28,4,Thursday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-29,2021,1,January,29,5,Friday,4,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-30,2021,1,January,30,6,Saturday,4,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-01-31,2021,1,January,31,7,Sunday,4,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,1
2021-02-01,2021,2,February,1,1,Monday,5,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-02,2021,2,February,2,2,Tuesday,5,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-03,2021,2,February,3,3,Wednesday,5,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-04,2021,2,February,4,4,Thursday,5,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-05,2021,2,February,5,5,Friday,5,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-06,2021,2,February,6,6,Saturday,5,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-07,2021,2,February,7,7,Sunday,5,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-08,2021,2,February,8,1,Monday,6,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-09,2021,2,February,9,2,Tuesday,6,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-10,2021,2,February,10,3,Wednesday,6,1,Winter,0,0,,0,0,0,0,0,1,0,0,2021,1,2
2021-02-11,2021,2,February,11,4,Thursday,6,1,Winter,0,0,,0,0,0,0,0,1,0,0,2021,1,2
2021-02-12,2021,2,February,12,5,Friday,6,1,Winter,0,0,,0,0,0,0,0,1,0,0,2021,1,2
2021-02-13,2021,2,February,13,6,Saturday,6,1,Winter,1,0,,0,0,0,0,0,1,0,0,2021,1,2
2021-02-14,2021,2,February,14,7,Sunday,6,1,Winter,1,0,,0,0,0,0,0,1,0,0,2021,1,2
2021-02-15,2021,2,February,15,1,Monday,7,1,Winter,0,1,Presidents Day,0,0,0,0,0,0,0,0,2021,1,2
2021-02-16,2021,2,February,16,2,Tuesday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-17,2021,2,February,17,3,Wednesday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-18,2021,2,February,18,4,Thursday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-19,2021,2,February,19,5,Friday,7,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-20,2021,2,February,20,6,Saturday,7,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-21,2021,2,February,21,7,Sunday,7,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-22,2021,2,February,22,1,Monday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-23,2021,2,February,23,2,Tuesday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-24,2021,2,February,24,3,Wednesday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-25,2021,2,February,25,4,Thursday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-26,2021,2,February,26,5,Friday,8,1,Winter,0,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-27,2021,2,February,27,6,Saturday,8,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-02-28,2021,2,February,28,7,Sunday,8,1,Winter,1,0,,0,0,0,0,0,0,0,0,2021,1,2
2021-03-01,2021,3,March,1,1,Monday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-02,2021,3,March,2,2,Tuesday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-03,2021,3,March,3,3,Wednesday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-04,2021,3,March,4,4,Thursday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-05,2021,3,March,5,5,Friday,9,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-06,2021,3,March,6,6,Saturday,9,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-07,2021,3,March,7,7,Sunday,9,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-08,2021,3,March,8,1,Monday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-09,2021,3,March,9,2,Tuesday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-10,2021,3,March,10,3,Wednesday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-11,2021,3,March,11,4,Thursday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-12,2021,3,March,12,5,Friday,10,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-13,2021,3,March,13,6,Saturday,10,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-14,2021,3,March,14,7,Sunday,10,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-15,2021,3,March,15,1,Monday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-16,2021,3,March,16,2,Tuesday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-17,2021,3,March,17,3,Wednesday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-18,2021,3,March,18,4,Thursday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-19,2021,3,March,19,5,Friday,11,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-20,2021,3,March,20,6,Saturday,11,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-21,2021,3,March,21,7,Sunday,11,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-22,2021,3,March,22,1,Monday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-23,2021,3,March,23,2,Tuesday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-24,2021,3,March,24,3,Wednesday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-25,2021,3,March,25,4,Thursday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-26,2021,3,March,26,5,Friday,12,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-27,2021,3,March,27,6,Saturday,12,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-28,2021,3,March,28,7,Sunday,12,1,Spring,1,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-29,2021,3,March,29,1,Monday,13,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-30,2021,3,March,30,2,Tuesday,13,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-03-31,2021,3,March,31,3,Wednesday,13,1,Spring,0,0,,0,0,0,0,0,0,0,0,2021,1,3
2021-04-01,2021,4,April,1,4,Thursday,13,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-02,2021,4,April,2,5,Friday,13,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-03,2021,4,April,3,6,Saturday,13,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-04,2021,4,April,4,7,Sunday,13,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-05,2021,4,April,5,1,Monday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-06,2021,4,April,6,2,Tuesday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-07,2021,4,April,7,3,Wednesday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-08,2021,4,April,8,4,Thursday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-09,2021,4,April,9,5,Friday,14,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
