product_id,category,subcategory,unit_cost,list_price
P01435,Beauty,Makeup,427.42,652.9
P01436,Baby,Clothing,721.9,969.65
P01437,Beauty,Makeup,602.8,927.59
P01438,Electronics,Gaming,265.66,468.94
P01439,Beauty,Fragrance,240.91,386.37
P01440,Grocery,Snacks,638.8,1087.18
P01441,Home,Storage,770.1,1050.68
P01442,Office,Electronics,77.48,110.48
P01443,Toys,Collectibles,106.64,269.85
P01444,Beauty,Fragrance,710.52,1028.85
P01445,Baby,Feeding,266.79,367.36
P01446,Grocery,Beverages,74.7,167.69
P01447,Baby,Clothing,31.88,48.83
P01448,Beauty,Fragrance,229.08,514.85
P01449,Sports,Team Sports,755.04,1079.71
P01450,Electronics,Computers,936.65,1196.35
P01451,Toys,STEM Toys,115.98,313.92
P01452,Beauty,Personal Care,61.32,115.24
P01453,Home,Bedding,516.32,1389.13
P01454,Toys,STEM Toys,469.25,1103.04
P01455,Office,Electronics,315.16,738.01
P01456,Clothing,Women,50.93,69.77
P01457,Sports,Outdoor,797.08,1055.72
P01458,Office,Electronics,453.94,852.79
P01459,Clothing,Kids,133.53,202.6
P01460,Sports,Team Sports,616.65,804.62
P01461,Home,Kitchen,372.76,625.18
P01462,Clothing,Shoes,108.39,275.1
P01463,Sports,Outdoor,62.29,87.27
P01464,Clothing,Athleisure,450.68,614.71
P01465,Baby,Feeding,785.46,1123.18
P01466,Toys,Kids Toys,425.42,729.35
P01467,Office,Accessories,627.41,1426.2
P01468,Home,Decor,330.82,857.81
P01469,Beauty,Fragrance,522.62,807.45
P01470,Sports,Outdoor,514.57,701.13
P01471,Grocery,Snacks,292.86,384.82
P01472,Electronics,Audio,919.71,1182.01
P01473,Electronics,Smart Home,912.69,1451.08
P01474,Electronics,Phones,75.21,100.08
P01475,Sports,Cycling,76.66,194.92
P01476,Home,Kitchen,743.18,1265.9
P01477,Sports,Cycling,104.85,151.37
P01478,Beauty,Personal Care,321.17,556.4
P01479,Clothing,Women,105.8,154.27
P01480,Home,Bath,98.63,212.21
P01481,Clothing,Men,65.24,92.25
P01482,Beauty,Haircare,142.74,278.24
P01483,Office,Accessories,350.99,891.27
P01484,Grocery,Snacks,229.4,419.07
P01485,Electronics,Gaming,903.59,1238.08
P01486,Toys,Board Games,340.87,571.4
P01487,Baby,Diapers,120.91,262.1
P01488,Home,Storage,56.16,82.22
P01489,Toys,Collectibles,298.17,810.36
P01490,Clothing,Shoes,97.81,155.81
P01491,Beauty,Skincare,309.01,619.95
P01492,Toys,Kids Toys,123.24,204.44
P01493,Office,Electronics,488.94,721.24
P01494,Beauty,Makeup,432.72,687.09
P01495,Home,Bath,53.77,84.05
P01496,Toys,Collectibles,696.74,1348.93
P01497,Clothing,Shoes,455.79,860.7
P01498,Baby,Feeding,421.7,910.44
P01499,Toys,Board Games,383.56,868.6
P01500,Beauty,Skincare,199.59,254.5
P01501,Toys,STEM Toys,1108.17,1421.37
P01502,Toys,Collectibles,324.69,592.97
P01503,Toys,Kids Toys,527.02,863.39
P01504,Sports,Team Sports,86.05,117.92
P01505,Sports,Team Sports,187.3,505.95
P01506,Clothing,Women,380.47,551.45
P01507,Clothing,Women,60.06,134.67
P01508,Home,Storage,85.03,159.9
P01509,Grocery,Beverages,217.87,352.09
P01510,Office,Supplies,607.28,779.31
P01511,Baby,Diapers,383.08,742.72
P01512,Baby,Diapers,116.52,150.39
P01513,Baby,Clothing,722.27,1201.28
P01514,Home,Storage,244.21,392.66
P01515,Grocery,Pantry,533.67,1252.73
P01516,Beauty,Fragrance,9.64,16.68
P01517,Beauty,Makeup,716.15,1319.13
P01518,Grocery,Pantry,270.4,507.06
P01519,Sports,Cycling,689.19,1301.3
P01520,Electronics,TV & Video,680.53,874.57
P01521,Grocery,Pantry,88.23,238.52
P01522,Sports,Outdoor,475.29,962.62
P01523,Toys,Kids Toys,291.91,682.79
P01524,Toys,Board Games,368.26,901.78
P01525,Beauty,Fragrance,333.45,667.48
P01526,Home,Bedding,742.81,1108.01
P01527,Toys,Kids Toys,70.11,172.7
P01528,Office,Electronics,1085.73,1467.77
P01529,Beauty,Haircare,115.36,262.75
P01530,Beauty,Makeup,256.67,348.56
P01531,Toys,Collectibles,783.41,1027.76
P01532,Office,Furniture,756.85,1285.93
P01533,Grocery,Snacks,758.12,1117.62
P01534,Baby,Feeding,847.25,1163.45
P01535,Grocery,Snacks,149.09,290.89
P01536,Grocery,Beverages,58.22,76.32
P01537,Beauty,Haircare,627.72,1107.12
P01538,Sports,Cycling,242.06,387.83
P01539,Electronics,Gaming,457.0,906.7
P01540,Toys,Kids Toys,616.6,1458.53
P01541,Grocery,Frozen,195.46,476.77
P01542,Office,Electronics,563.4,711.42
P01543,Toys,STEM Toys,153.14,390.4
P01544,Baby,Feeding,488.76,745.37
P01545,Office,Accessories,571.14,958.73
P01546,Toys,Board Games,731.53,943.62
P01547,Toys,Board Games,906.38,1380.69
P01548,Sports,Cycling,726.83,1374.18
P01549,Electronics,Computers,607.25,1086.98
P01550,Clothing,Shoes,546.16,890.03
P01551,Sports,Cycling,111.08,247.78
P01552,Toys,Board Games,468.45,1283.97
P01553,Baby,Diapers,762.48,966.23
P01554,Baby,Clothing,475.54,719.02
P01555,Office,Furniture,978.37,1255.66
P01556,Clothing,Women,517.84,1161.57
P01557,Beauty,Skincare,356.33,736.28
P01558,Baby,Clothing,138.71,241.24
P01559,Toys,Kids Toys,165.33,266.81
P01560,Grocery,Fresh,647.3,1045.66
P01561,Clothing,Shoes,662.08,911.03
P01562,Baby,Clothing,557.66,1377.3
P01563,Home,Furniture,324.32,791.4
P01564,Baby,Clothing,622.09,783.05
P01565,Baby,Feeding,128.71,347.2
P01566,Electronics,Gaming,71.01,112.47
P01567,Baby,Clothing,156.45,221.39
P01568,Baby,Diapers,514.08,974.63
P01569,Sports,Outdoor,510.38,660.71
P01570,Toys,Collectibles,273.85,465.31
P01571,Sports,Team Sports,546.06,926.79
P01572,Beauty,Makeup,569.4,838.5
P01573,Clothing,Men,213.42,405.96
P01574,Office,Accessories,66.95,124.16
P01575,Home,Bedding,204.22,306.79
P01576,Sports,Cycling,26.28,41.13
P01577,Clothing,Shoes,13.51,36.93
P01578,Toys,Board Games,167.96,332.4
P01579,Home,Bedding,341.56,942.45
P01580,Beauty,Skincare,132.29,227.18
P01581,Baby,Feeding,160.89,269.72
P01582,Grocery,Fresh,296.97,653.4
P01583,Sports,Outdoor,795.16,1016.61
P01584,Home,Bath,191.37,290.54
P01585,Electronics,Computers,756.7,1453.94
P01586,Beauty,Personal Care,124.79,166.16
P01587,Grocery,Snacks,219.27,456.38
P01588,Grocery,Snacks,696.0,1174.6
P01589,Home,Decor,112.34,280.59
P01590,Beauty,Makeup,173.98,231.25
P01591,Clothing,Kids,115.7,241.94
P01592,Sports,Outdoor,675.67,934.26
P01593,Sports,Fitness,237.08,409.29
P01594,Electronics,Smart Home,333.08,491.88
P01595,Grocery,Beverages,662.22,1111.53
P01596,Beauty,Fragrance,204.76,298.14
P01597,Grocery,Frozen,644.53,972.99
P01598,Baby,Diapers,488.87,1246.47
P01599,Grocery,Beverages,406.21,785.5
P01600,Grocery,Fresh,850.61,1157.52
P01601,Beauty,Personal Care,59.77,104.5
P01602,Toys,Collectibles,107.9,258.18
P01603,Baby,Diapers,147.34,271.94
P01604,Clothing,Women,303.85,805.16
P01605,Beauty,Personal Care,662.81,1143.66
P01606,Toys,Board Games,394.49,972.51
P01607,Office,Electronics,340.24,944.48
P01608,Clothing,Men,476.97,1038.6
P01609,Electronics,TV & Video,944.34,1351.53
P01610,Baby,Diapers,468.44,1244.86
P01611,Baby,Diapers,703.57,971.62
P01612,Electronics,Phones,470.57,924.23
P01613,Sports,Cycling,490.96,1394.15
P01614,Sports,Team Sports,213.84,411.95
P01615,Sports,Outdoor,771.39,1499.57
P01616,Baby,Gear,986.21,1365.55
P01617,Electronics,Audio,806.14,1171.52
P01618,Baby,Diapers,67.26,121.79
P01619,Toys,Collectibles,152.26,400.8
P01620,Grocery,Frozen,215.12,356.89
P01621,Electronics,Gaming,533.21,1460.16
P01622,Home,Decor,351.35,589.25
P01623,Clothing,Shoes,948.79,1358.31
P01624,Office,Accessories,806.4,1203.12
P01625,Baby,Clothing,481.59,1116.81
P01626,Electronics,Gaming,275.0,380.49
P01627,Grocery,Pantry,990.24,1329.09
P01628,Baby,Feeding,120.95,265.7
P01629,Beauty,Skincare,554.28,880.49
P01630,Baby,Gear,537.45,1064.45
P01631,Office,Accessories,198.16,482.26
P01632,Home,Furniture,207.87,330.3
P01633,Toys,Kids Toys,1012.67,1474.24
P01634,Electronics,TV & Video,26.73,36.82
P01635,Sports,Team Sports,582.92,1302.98
P01636,Clothing,Kids,271.73,386.63
P01637,Toys,STEM Toys,84.46,108.95
P01638,Toys,STEM Toys,219.79,622.08
P01639,Beauty,Makeup,406.31,707.79
P01640,Sports,Fitness,256.2,469.8
P01641,Office,Electronics,660.78,828.33
P01642,Sports,Fitness,259.54,361.38
P01643,Electronics,TV & Video,556.1,1194.48
P01644,Toys,Kids Toys,587.5,739.35
P01645,Sports,Cycling,441.96,1013.53
P01646,Grocery,Fresh,612.43,894.9
P01647,Grocery,Fresh,550.58,874.6
P01648,Grocery,Frozen,270.14,425.17
P01649,Grocery,Snacks,166.99,314.27
P01650,Sports,Team Sports,600.95,948.42
P01651,Toys,Kids Toys,473.04,1207.82
P01652,Electronics,TV & Video,278.7,598.47
P01653,Baby,Diapers,670.93,1020.2
P01654,Baby,Diapers,430.7,609.78
P01655,Toys,Kids Toys,795.71,1149.37
P01656,Grocery,Beverages,277.38,762.83
P01657,Grocery,Fresh,542.27,1006.92
P01658,Sports,Fitness,63.96,110.95
P01659,Grocery,Snacks,230.87,339.13
P01660,Toys,Collectibles,233.98,554.9
P01661,Clothing,Shoes,565.28,991.7
P01662,Sports,Outdoor,312.36,421.95
P01663,Home,Decor,1052.26,1445.46
P01664,Clothing,Women,461.76,712.47
P01665,Sports,Fitness,860.96,1349.5
P01666,Electronics,Smart Home,712.32,1440.6
P01667,Toys,Board Games,870.4,1196.69
P01668,Beauty,Personal Care,522.95,973.11
P01669,Home,Bedding,157.53,321.33
P01670,Baby,Diapers,532.34,700.57
P01671,Office,Electronics,946.19,1228.36
P01672,Home,Furniture,108.05,147.85
P01673,Baby,Feeding,876.16,1301.95
P01674,Electronics,Phones,603.29,1212.72
P01675,Sports,Fitness,1030.91,1486.1
P01676,Toys,STEM Toys,352.32,744.17
P01677,Office,Furniture,855.76,1084.92
P01678,Beauty,Fragrance,641.06,1449.56
P01679,Sports,Outdoor,238.16,345.31
P01680,Home,Storage,816.8,1323.32
P01681,Toys,Board Games,565.41,1456.52
P01682,Clothing,Men,378.9,613.96
P01683,Sports,Cycling,468.27,758.35
P01684,Home,Decor,629.52,1152.57
P01685,Beauty,Haircare,177.04,335.1
P01686,Sports,Outdoor,252.03,707.18
P01687,Toys,Board Games,489.07,797.93
P01688,Electronics,TV & Video,353.79,524.19
P01689,Home,Kitchen,39.27,87.04
P01690,Office,Accessories,392.79,555.8
P01691,Grocery,Pantry,292.69,456.81
P01692,Clothing,Athleisure,260.0,474.55
P01693,Sports,Team Sports,820.68,1292.31
P01694,Toys,Kids Toys,193.3,283.05
P01695,Baby,Gear,454.41,1203.5
P01696,Clothing,Athleisure,39.0,98.19
P01697,Grocery,Beverages,408.93,587.6
P01698,Sports,Outdoor,447.16,753.39
P01699,Sports,Team Sports,186.42,350.85
P01700,Home,Bath,221.16,279.61
P01701,Baby,Clothing,374.41,504.62
P01702,Sports,Team Sports,121.26,232.84
P01703,Clothing,Men,233.39,540.51
P01704,Electronics,Audio,282.44,456.45
P01705,Beauty,Skincare,335.6,448.76
P01706,Clothing,Women,297.01,842.6
P01707,Baby,Feeding,660.87,1180.3
P01708,Beauty,Personal Care,330.35,493.87
P01709,Clothing,Men,805.03,1243.08
P01710,Clothing,Kids,200.1,518.4
P01711,Toys,Board Games,604.31,1068.12
P01712,Grocery,Frozen,75.03,180.99
P01713,Baby,Diapers,190.73,273.53
P01714,Beauty,Makeup,56.93,74.99
P01715,Grocery,Frozen,207.44,265.15
P01716,Home,Decor,814.79,1332.32
P01717,Home,Furniture,208.52,518.44
P01718,Clothing,Shoes,612.07,1276.03
P01719,Office,Furniture,329.61,447.67
P01720,Toys,Board Games,1009.53,1487.83
P01721,Electronics,Gaming,737.17,1188.65
P01722,Beauty,Haircare,192.64,459.47
P01723,Home,Furniture,288.96,601.56
P01724,Electronics,Gaming,675.53,900.7
P01725,Beauty,Haircare,108.56,244.04
P01726,Baby,Clothing,507.95,690.79
P01727,Grocery,Pantry,626.49,788.41
P01728,Office,Electronics,188.95,365.65
P01729,Toys,STEM Toys,376.26,846.38
P01730,Home,Decor,316.04,761.64
P01731,Grocery,Frozen,258.93,718.49
P01732,Toys,Collectibles,1026.08,1405.76
P01733,Beauty,Skincare,507.12,904.96
P01734,Grocery,Beverages,130.43,252.02
P01735,Grocery,Fresh,387.42,488.34
P01736,Sports,Fitness,928.68,1464.47
P01737,Beauty,Makeup,419.66,624.09
P01738,Electronics,Computers,379.62,552.19
P01739,Grocery,Fresh,83.8,123.95
P01740,Sports,Outdoor,289.81,411.06
P01741,Home,Bath,458.79,905.28
P01742,Office,Furniture,220.38,602.46
P01743,Baby,Feeding,502.22,711.23
P01744,Beauty,Makeup,765.22,1229.7
P01745,Office,Accessories,80.48,225.11
P01746,Sports,Fitness,220.85,624.63
P01747,Sports,Outdoor,57.21,127.33
P01748,Sports,Outdoor,295.92,451.7
P01749,Sports,Cycling,533.82,1323.79
P01750,Office,Electronics,373.68,687.64
P01751,Electronics,Audio,263.93,581.98
P01752,Toys,STEM Toys,455.89,1234.7
P01753,Sports,Outdoor,428.43,648.4
P01754,Office,Accessories,522.75,1332.68
P01755,Electronics,Computers,56.48,158.31
P01756,Electronics,Phones,20.26,31.53
P01757,Home,Bath,138.78,195.74
P01758,Toys,Kids Toys,88.47,113.32
P01759,Home,Kitchen,543.34,729.0
P01760,Baby,Clothing,725.98,961.04
P01761,Sports,Team Sports,316.43,805.56
P01762,Clothing,Kids,676.62,926.04
P01763,Beauty,Personal Care,1047.1,1492.7
P01764,Baby,Clothing,1132.78,1419.71
P01765,Home,Bath,323.8,678.82
P01766,Grocery,Snacks,714.83,1377.52
P01767,Baby,Feeding,153.29,425.71
P01768,Office,Furniture,138.16,198.93
P01769,Sports,Cycling,626.61,1020.31
P01770,Grocery,Snacks,218.88,534.4
P01771,Home,Kitchen,401.26,791.47
P01772,Grocery,Beverages,300.06,749.85
P01773,Beauty,Skincare,1047.66,1391.53
P01774,Toys,STEM Toys,260.02,539.88
P01775,Baby,Diapers,146.7,202.27
P01776,Beauty,Personal Care,269.76,427.21
P01777,Sports,Team Sports,111.16,161.03
P01778,Electronics,Phones,1068.88,1446.58
P01779,Toys,Collectibles,253.32,673.76
P01780,Home,Decor,264.68,392.11
P01781,Sports,Outdoor,468.03,996.01
P01782,Electronics,Smart Home,415.96,823.84
P01783,Beauty,Skincare,627.05,1319.52
P01784,Home,Storage,254.05,334.72
P01785,Beauty,Fragrance,395.96,670.57
P01786,Toys,Board Games,806.0,1166.68
P01787,Baby,Gear,259.59,438.21
P01788,Grocery,Fresh,289.96,434.26
P01789,Baby,Diapers,743.34,1278.95
P01790,Grocery,Snacks,692.7,933.54
P01791,Electronics,Computers,731.7,1429.65
P01792,Office,Supplies,766.66,1377.38
P01793,Baby,Gear,33.84,48.89
P01794,Grocery,Beverages,991.6,1460.6
P01795,Office,Supplies,359.71,1023.43
P01796,Grocery,Snacks,222.87,590.2
P01797,Office,Accessories,44.41,76.77
P01798,Clothing,Kids,419.21,1192.88
P01799,Office,Furniture,173.1,487.16
P01800,Grocery,Fresh,513.14,1111.06
P01801,Sports,Fitness,960.69,1450.24
P01802,Baby,Clothing,149.41,311.37
P01803,Beauty,Haircare,647.31,1162.37
P01804,Home,Bath,121.13,151.73
P01805,Grocery,Fresh,244.73,309.35
P01806,Baby,Clothing,570.37,1276.22
P01807,Grocery,Pantry,605.13,1282.73
P01808,Office,Furniture,410.84,527.24
P01809,Home,Kitchen,448.54,876.31
P01810,Sports,Fitness,642.63,1117.15
P01811,Clothing,Shoes,931.6,1473.34
P01812,Baby,Diapers,531.37,756.7
P01813,Clothing,Shoes,573.09,930.12
P01814,Beauty,Fragrance,389.01,879.12
P01815,Clothing,Kids,424.24,1091.29
P01816,Sports,Fitness,434.82,987.36
P01817,Home,Kitchen,526.46,1034.75
P01818,Toys,Collectibles,785.99,1034.22
P01819,Beauty,Fragrance,454.48,671.22
P01820,Electronics,Computers,612.89,912.19
P01821,Baby,Feeding,838.93,1459.16
P01822,Clothing,Athleisure,277.54,721.5
P01823,Toys,Collectibles,226.99,448.1
P01824,Clothing,Shoes,368.73,834.11
P01825,Beauty,Haircare,183.48,242.41
P01826,Grocery,Fresh,98.55,228.86
P01827,Home,Furniture,301.52,737.72
P01828,Sports,Fitness,1050.96,1421.3
P01829,Electronics,Phones,790.93,1086.01
P01830,Baby,Feeding,724.56,993.48
P01831,Beauty,Haircare,222.09,557.27
P01832,Office,Supplies,42.72,93.8
P01833,Office,Furniture,648.22,1415.58
P01834,Office,Electronics,149.8,215.13
P01835,Sports,Cycling,776.69,981.29
P01836,Baby,Clothing,386.52,1067.18
P01837,Clothing,Athleisure,179.69,385.74
P01838,Grocery,Fresh,647.24,912.57
P01839,Toys,Kids Toys,168.77,288.34
P01840,Sports,Outdoor,213.38,559.83
P01841,Clothing,Shoes,752.35,1383.12
P01842,Toys,Collectibles,472.96,744.63
P01843,Office,Supplies,40.99,114.82
P01844,Office,Furniture,678.01,1405.56
P01845,Home,Bedding,6.52,12.71
P01846,Home,Decor,912.89,1302.39
P01847,Baby,Gear,847.36,1325.96
P01848,Electronics,TV & Video,152.12,206.43
P01849,Sports,Outdoor,799.1,1392.42
P01850,Beauty,Skincare,376.34,910.17
P01851,Sports,Outdoor,241.37,358.93
P01852,Grocery,Pantry,153.85,419.87
P01853,Grocery,Snacks,240.88,323.17
P01854,Electronics,TV & Video,648.3,872.16
P01855,Grocery,Pantry,110.24,196.95
P01856,Beauty,Personal Care,356.84,702.23
P01857,Beauty,Haircare,132.01,368.47
P01858,Baby,Clothing,677.14,1088.02
P01859,Sports,Outdoor,211.96,584.27
P01860,Electronics,Smart Home,667.97,836.13
P01861,Beauty,Makeup,161.84,224.92
P01862,Toys,STEM Toys,458.38,633.91
P01863,Baby,Clothing,485.93,893.74
P01864,Sports,Outdoor,554.2,903.73
P01865,Clothing,Shoes,336.47,692.34
P01866,Electronics,Computers,505.11,722.27
P01867,Sports,Cycling,991.88,1364.29
P01868,Beauty,Personal Care,321.88,826.7
P01869,Electronics,Phones,296.97,425.6
P01870,Sports,Fitness,964.93,1274.31
P01871,Toys,Collectibles,775.91,1460.82
P01872,Beauty,Fragrance,162.21,357.39
P01873,Sports,Fitness,485.83,1070.26
P01874,Clothing,Kids,363.13,1006.37
P01875,Office,Electronics,602.83,971.12
P01876,Office,Supplies,90.75,142.48
P01877,Office,Supplies,456.81,911.55
P01878,Beauty,Haircare,1070.86,1454.88
P01879,Beauty,Personal Care,25.56,34.73
P01880,Toys,Board Games,231.13,355.65
P01881,Clothing,Kids,296.37,506.89
P01882,Sports,Team Sports,276.7,381.1
P01883,Home,Decor,321.5,741.05
P01884,Toys,Collectibles,676.59,1141.27
P01885,Baby,Diapers,278.85,528.48
P01886,Beauty,Haircare,451.98,746.67
P01887,Grocery,Fresh,189.87,508.17
P01888,Clothing,Women,632.47,1111.1
P01889,Toys,Board Games,355.7,652.07
P01890,Beauty,Skincare,450.77,743.43
P01891,Baby,Diapers,218.82,559.99
P01892,Home,Storage,673.4,1000.61
P01893,Sports,Cycling,837.08,1062.53
P01894,Electronics,Phones,401.56,646.71
P01895,Grocery,Snacks,48.37,115.26
P01896,Toys,Kids Toys,34.09,96.92
P01897,Beauty,Makeup,292.78,586.34
P01898,Office,Supplies,692.47,996.77
P01899,Toys,Kids Toys,981.96,1430.04
P01900,Clothing,Kids,422.77,892.78
P01901,Beauty,Fragrance,127.91,282.91
P01902,Beauty,Personal Care,583.67,988.0
P01903,Beauty,Personal Care,916.53,1196.44
P01904,Grocery,Pantry,212.61,307.8
P01905,Electronics,TV & Video,216.85,290.33
P01906,Clothing,Shoes,730.66,955.11
P01907,Office,Supplies,3.81,10.57
P01908,Office,Furniture,752.71,1194.58
P01909,Grocery,Snacks,146.54,184.71
P01910,Baby,Diapers,435.04,666.3
P01911,Home,Bedding,632.3,1127.58
P01912,Office,Furniture,618.03,1110.82
P01913,Grocery,Snacks,282.3,732.79
P01914,Home,Bedding,14.28,30.69
P01915,Clothing,Shoes,398.87,550.72
P01916,Sports,Cycling,591.6,1353.99
P01917,Toys,Collectibles,761.07,1436.71
P01918,Electronics,Phones,478.23,660.91
P01919,Electronics,Computers,473.66,1258.7
P01920,Electronics,Gaming,74.05,135.45
P01921,Sports,Cycling,184.18,463.2
P01922,Home,Decor,335.76,541.37
P01923,Electronics,Phones,335.92,796.02
P01924,Home,Furniture,487.21,637.43
P01925,Home,Storage,768.14,1225.28
P01926,Beauty,Makeup,343.52,723.53
P01927,Clothing,Women,670.73,1296.02
P01928,Beauty,Skincare,491.71,1132.07
P01929,Toys,Collectibles,446.57,662.35
P01930,Home,Bedding,68.34,107.02
P01931,Electronics,Gaming,501.13,748.86
P01932,Beauty,Makeup,49.79,77.7
P01933,Office,Electronics,363.54,764.62
P01934,Clothing,Athleisure,387.78,1091.47
P01935,Home,Bedding,218.83,552.86
P01936,Clothing,Women,974.5,1476.51
P01937,Baby,Diapers,732.89,1372.59
P01938,Toys,Collectibles,824.36,1070.17
P01939,Clothing,Women,180.06,477.18
P01940,Sports,Outdoor,435.47,1055.59
P01941,Clothing,Athleisure,163.93,258.65
P01942,Sports,Team Sports,529.26,687.9
P01943,Clothing,Athleisure,213.85,340.03
P01944,Home,Bath,684.26,1450.29
P01945,Home,Bedding,516.24,863.79
P01946,Electronics,Audio,472.78,784.99
P01947,Baby,Diapers,791.51,1363.33
P01948,Baby,Gear,742.43,1151.71
P01949,Home,Bedding,77.84,120.33
P01950,Office,Furniture,207.89,557.44
P01951,Office,Furniture,633.63,1341.65
P01952,Toys,Collectibles,177.51,293.8
P01953,Home,Bath,219.15,396.9
P01954,Home,Bath,88.52,179.0
P01955,Clothing,Athleisure,260.06,351.35
P01956,Home,Kitchen,163.34,318.11
P01957,Toys,Board Games,920.92,1227.53
P01958,Home,Bath,140.38,212.21
P01959,Grocery,Snacks,238.43,570.02
P01960,Home,Decor,57.16,147.79
P01961,Home,Decor,353.79,545.01
P01962,Sports,Outdoor,512.61,1294.12
P01963,Baby,Gear,281.19,417.4
P01964,Home,Furniture,49.7,118.31
P01965,Toys,Collectibles,778.2,1350.01
P01966,Office,Accessories,433.34,839.35
P01967,Toys,STEM Toys,222.17,486.47
P01968,Grocery,Snacks,488.0,908.24
P01969,Toys,Board Games,696.38,978.16
P01970,Beauty,Haircare,78.45,109.51
P01971,Baby,Gear,73.92,93.52
P01972,Sports,Cycling,70.84,118.25
P01973,Toys,Collectibles,306.47,628.12
P01974,Clothing,Shoes,215.26,273.17
P01975,Home,Decor,1040.63,1429.96
P01976,Office,Electronics,550.93,965.5
P01977,Home,Furniture,188.65,367.15
P01978,Office,Electronics,338.14,488.14
P01979,Clothing,Kids,684.45,1202.96
P01980,Office,Accessories,123.64,267.01
P01981,Toys,STEM Toys,49.51,79.45
P01982,Toys,Kids Toys,416.58,748.6
P01983,Sports,Outdoor,482.9,669.14
P01984,Sports,Cycling,41.58,108.65
P01985,Sports,Team Sports,553.58,753.06
P01986,Sports,Team Sports,869.71,1213.51
P01987,Baby,Diapers,16.23,25.59
P01988,Electronics,Audio,986.94,1354.12
P01989,Office,Furniture,148.51,240.73
P01990,Grocery,Pantry,146.39,362.13
P01991,Office,Electronics,419.37,911.2
P01992,Office,Electronics,60.58,106.29
P01993,Toys,Kids Toys,580.84,1374.06
P01994,Grocery,Frozen,175.64,367.76
P01995,Toys,Kids Toys,321.13,592.1
P01996,Sports,Outdoor,42.05,72.1
P01997,Grocery,Beverages,568.91,972.55
P01998,Office,Accessories,436.32,887.09
P01999,Beauty,Skincare,1040.85,1322.12
P02000,Sports,Team Sports,15.42,21.92
P02001,Home,Kitchen,183.67,520.23
P02002,Grocery,Frozen,964.15,1303.3
P02003,Baby,Clothing,949.9,1419.15
P02004,Electronics,Gaming,230.95,337.71
P02005,Grocery,Fresh,361.14,641.78
P02006,Sports,Fitness,8.45,21.2
P02007,Baby,Gear,666.73,1313.92
P02008,Clothing,Women,502.4,1248.83
P02009,Grocery,Snacks,502.3,1179.8
P02010,Sports,Cycling,33.88,43.53
P02011,Electronics,Computers,386.64,486.03
P02012,Sports,Outdoor,895.06,1486.19
P02013,Baby,Clothing,59.61,124.54
P02014,Sports,Outdoor,551.14,1310.2
P02015,Home,Furniture,413.2,865.77
P02016,Sports,Outdoor,545.12,1270.22
P02017,Beauty,Fragrance,520.64,754.93
P02018,Baby,Clothing,439.97,1246.47
P02019,Home,Kitchen,85.12,169.31
P02020,Home,Storage,542.21,1179.87
P02021,Electronics,Gaming,617.95,1291.44
P02022,Sports,Cycling,710.42,1103.03
P02023,Toys,Board Games,222.38,514.33
P02024,Sports,Cycling,135.35,197.21
P02025,Clothing,Men,111.29,310.26
P02026,Electronics,Phones,198.86,513.38
P02027,Clothing,Women,283.12,688.34
P02028,Electronics,Computers,244.77,485.57
P02029,Toys,STEM Toys,63.26,89.96
P02030,Clothing,Athleisure,695.32,1182.35
P02031,Home,Storage,461.55,727.4
P02032,Toys,Collectibles,492.35,740.73
P02033,Sports,Cycling,442.81,1016.83
P02034,Home,Storage,316.07,583.12
P02035,Home,Bedding,241.51,377.28
P02036,Clothing,Kids,71.41,92.55
P02037,Baby,Feeding,151.88,381.34
P02038,Clothing,Women,87.89,135.45
P02039,Baby,Gear,838.77,1326.35
P02040,Toys,Collectibles,17.63,49.98
P02041,Sports,Team Sports,357.4,858.79
P02042,Grocery,Fresh,303.6,498.4
P02043,Sports,Fitness,60.1,81.91
P02044,Clothing,Kids,289.7,715.87
P02045,Beauty,Personal Care,236.51,303.14
P02046,Electronics,Audio,752.3,1389.48
P02047,Electronics,Gaming,830.58,1437.12
P02048,Sports,Fitness,96.88,232.71
P02049,Office,Electronics,335.71,549.14
P02050,Grocery,Fresh,328.17,577.95
P02051,Beauty,Fragrance,150.85,279.92
P02052,Toys,STEM Toys,947.48,1379.76
P02053,Home,Decor,361.08,619.7
P02054,Sports,Fitness,404.01,896.14
P02055,Electronics,Smart Home,144.25,194.72
P02056,Toys,Kids Toys,319.6,483.66
P02057,Home,Bath,527.23,925.69
P02058,Clothing,Athleisure,86.97,170.95
P02059,Beauty,Makeup,300.85,398.44
P02060,Sports,Fitness,741.64,1306.96
P02061,Electronics,Smart Home,481.84,898.35
P02062,Beauty,Makeup,299.67,603.89
P02063,Sports,Team Sports,82.8,108.92
P02064,Clothing,Women,845.39,1168.62
P02065,Clothing,Women,723.71,1138.19
P02066,Grocery,Snacks,393.36,689.6
P02067,Grocery,Snacks,406.36,733.58
P02068,Baby,Feeding,885.51,1487.03
P02069,Clothing,Kids,553.73,1078.62
P02070,Beauty,Fragrance,972.75,1218.09
P02071,Toys,Board Games,671.43,870.33
P02072,Grocery,Fresh,324.48,652.99
P02073,Grocery,Pantry,340.63,581.19
P02074,Baby,Feeding,187.15,427.26
P02075,Home,Storage,289.43,751.21
P02076,Clothing,Shoes,209.54,361.35
P02077,Sports,Cycling,398.6,503.94
P02078,Grocery,Beverages,572.03,783.25
P02079,Electronics,Smart Home,375.08,679.34
