order_id,customer_id,order_date,sales_channel,order_status
O0015845,C03808,2020-03-04,Online,Cancelled
O0015846,C07602,2022-04-06,Online,Completed
O0015847,C00225,2024-10-05,Pickup,Completed
O0015848,C08595,2021-09-21,Online,Completed
O0015849,C05954,2020-11-27,Online,Completed
O0015850,C01873,2022-05-21,Online,Completed
O0015851,C01421,2020-11-09,Store,Completed
O0015852,C06295,2020-08-01,Store,Completed
O0015853,C08442,2021-12-10,Store,Completed
O0015854,C01033,2020-12-25,Online,Completed
O0015855,C03214,2023-07-15,Online,Completed
O0015856,C08193,2020-11-13,Online,Completed
O0015857,C00156,2023-07-07,Online,Completed
O0015858,C04629,2024-12-21,Delivery,Completed
O0015859,C08729,2020-03-26,Online,Completed
O0015860,C00151,2021-08-06,Online,Completed
O0015861,C07143,2020-02-09,Online,Completed
O0015862,C05165,2020-07-31,Online,Completed
O0015863,C02151,2023-05-16,Delivery,Completed
O0015864,C05050,2023-12-10,Store,Completed
O0015865,C07678,2020-04-06,Store,Completed
O0015866,C09730,2020-12-10,Store,Completed
O0015867,C05750,2021-05-15,Delivery,Completed
O0015868,C02697,2023-11-24,Online,Completed
O0015869,C05093,2020-05-14,Online,Completed
O0015870,C02608,2022-06-23,Delivery,Completed
O0015871,C03821,2021-05-27,Pickup,Completed
O0015872,C05628,2022-03-18,Online,Completed
O0015873,C05195,2023-02-06,Online,Completed
O0015874,C08341,2021-04-30,Online,Completed
O0015875,C09638,2021-10-28,Store,Completed
O0015876,C03503,2021-03-06,Store,Completed
O0015877,C04048,2023-03-18,Online,Cancelled
O0015878,C01032,2020-04-29,Store,Cancelled
O0015879,C06155,2023-10-30,Store,Completed
O0015880,C05892,2023-11-16,Pickup,Completed
O0015881,C06124,2021-05-15,Store,Completed
O0015882,C08195,2020-12-25,Online,Completed
O0015883,C06067,2020-11-11,Online,Completed
O0015884,C00875,2024-04-03,Store,Cancelled
O0015885,C03678,2021-06-01,Online,Completed
O0015886,C08046,2020-03-01,Online,Completed
O0015887,C07372,2020-07-26,Online,Completed
O0015888,C03477,2021-11-26,Online,Completed
O0015889,C04773,2022-10-09,Online,Completed
O0015890,C05337,2023-03-13,Online,Completed
O0015891,C03650,2022-12-11,Online,Returned
O0015892,C06061,2020-09-29,Store,Completed
O0015893,C00668,2021-04-02,Store,Completed
O0015894,C05736,2021-03-30,Online,Completed
O0015895,C07589,2023-04-30,Online,Completed
O0015896,C07085,2021-02-04,Online,Completed
O0015897,C04782,2022-04-20,Store,Completed
O0015898,C00207,2023-01-21,Store,Completed
O0015899,C00043,2021-11-13,Store,Completed
O0015900,C06482,2020-01-12,Store,Completed
O0015901,C03102,2020-05-16,Online,Completed
O0015902,C05736,2021-12-04,Online,Completed
O0015903,C09327,2024-05-26,Online,Completed
O0015904,C09513,2023-09-09,Store,Completed
O0015905,C01552,2021-05-05,Store,Completed
O0015906,C07240,2023-11-23,Online,Completed
O0015907,C04997,2023-02-22,Delivery,Completed
O0015908,C09192,2023-11-04,Online,Completed
O0015909,C04741,2021-01-11,Delivery,Completed
O0015910,C00277,2023-03-25,Delivery,Completed
O0015911,C03154,2022-03-06,Online,Completed
O0015912,C09033,2021-12-28,Pickup,Completed
O0015913,C05249,2022-07-30,Store,Completed
O0015914,C09508,2023-08-30,Online,Completed
O0015915,C04044,2022-08-10,Online,Completed
O0015916,C04801,2021-04-23,Online,Returned
O0015917,C02337,2020-09-16,Online,Completed
O0015918,C07778,2020-10-04,Online,Completed
O0015919,C01958,2022-02-18,Store,Completed
O0015920,C02581,2024-05-18,Store,Completed
O0015921,C09409,2023-09-11,Pickup,Completed
O0015922,C07585,2023-10-28,Online,Completed
O0015923,C08152,2022-10-30,Store,Completed
O0015924,C00131,2021-11-20,Store,Completed
O0015925,C07292,2022-12-05,Online,Completed
O0015926,C02802,2023-12-25,Store,Completed
O0015927,C07023,2024-12-24,Online,Completed
O0015928,C07334,2021-12-13,Online,Completed
O0015929,C09806,2021-10-14,Delivery,Completed
O0015930,C03596,2024-01-22,Online,Completed
O0015931,C09900,2024-06-09,Online,Completed
O0015932,C01289,2023-12-29,Online,Completed
O0015933,C04931,2023-02-05,Online,Completed
O0015934,C07019,2022-05-28,Online,Completed
O0015935,C00996,2021-07-24,Online,Completed
O0015936,C03480,2024-12-26,Store,Completed
O0015937,C07532,2020-11-28,Store,Completed
O0015938,C05447,2023-05-07,Online,Completed
O0015939,C04056,2024-02-11,Pickup,Returned
O0015940,C05240,2021-12-15,Online,Completed
O0015941,C05230,2022-07-24,Delivery,Completed
O0015942,C00483,2023-12-18,Online,Completed
O0015943,C08954,2024-08-24,Store,Completed
O0015944,C06817,2022-06-27,Store,Completed
O0015945,C00027,2021-08-03,Online,Completed
O0015946,C01187,2020-01-22,Online,Completed
O0015947,C03648,2022-10-06,Online,Cancelled
O0015948,C09500,2023-03-09,Store,Completed
O0015949,C07869,2020-10-12,Delivery,Completed
O0015950,C04168,2024-05-11,Online,Completed
O0015951,C09110,2023-08-22,Store,Completed
O0015952,C03494,2021-05-11,Online,Completed
O0015953,C09378,2023-09-04,Online,Cancelled
O0015954,C06595,2021-09-05,Store,Completed
O0015955,C07846,2023-03-17,Online,Completed
O0015956,C03187,2022-05-30,Online,Completed
O0015957,C07102,2020-05-23,Store,Completed
O0015958,C07148,2021-11-22,Online,Completed
O0015959,C08420,2024-12-11,Online,Completed
O0015960,C06528,2023-07-15,Online,Completed
O0015961,C03618,2024-07-23,Online,Completed
O0015962,C07815,2023-06-19,Store,Completed
O0015963,C03143,2020-12-25,Store,Completed
O0015964,C06615,2021-11-28,Online,Completed
O0015965,C05843,2022-01-01,Delivery,Completed
O0015966,C09669,2022-02-12,Store,Completed
O0015967,C02355,2023-06-14,Online,Completed
O0015968,C05240,2022-12-29,Online,Completed
O0015969,C00947,2024-05-28,Store,Completed
O0015970,C00218,2022-12-20,Online,Cancelled
O0015971,C08864,2023-12-20,Store,Completed
O0015972,C02521,2024-08-22,Online,Completed
O0015973,C07351,2020-08-21,Online,Completed
O0015974,C04805,2020-09-11,Online,Completed
O0015975,C05298,2020-12-21,Store,Completed
O0015976,C04360,2024-05-29,Online,Completed
O0015977,C07532,2021-08-11,Online,Completed
O0015978,C08024,2024-12-10,Online,Completed
O0015979,C03387,2022-03-25,Pickup,Completed
O0015980,C04121,2021-08-01,Pickup,Completed
O0015981,C03305,2021-03-05,Store,Completed
O0015982,C08192,2024-04-15,Store,Completed
O0015983,C07418,2024-12-24,Store,Completed
O0015984,C06718,2021-05-24,Pickup,Completed
O0015985,C03672,2020-04-04,Online,Completed
O0015986,C02428,2020-11-13,Online,Completed
O0015987,C03296,2020-08-22,Online,Completed
O0015988,C00981,2020-03-21,Store,Completed
O0015989,C02171,2020-04-14,Pickup,Completed
O0015990,C07584,2024-02-01,Online,Completed
O0015991,C00154,2021-02-23,Store,Completed
O0015992,C03603,2020-11-14,Online,Completed
O0015993,C00889,2022-02-25,Online,Completed
O0015994,C02149,2021-09-16,Online,Completed
O0015995,C01319,2022-12-02,Online,Completed
O0015996,C08340,2023-12-22,Online,Completed
O0015997,C09798,2020-12-08,Delivery,Completed
O0015998,C01976,2021-11-05,Store,Completed
O0015999,C02289,2021-03-05,Delivery,Completed
O0016000,C03157,2021-12-18,Delivery,Completed
O0016001,C00983,2021-11-28,Online,Completed
O0016002,C01361,2023-11-27,Store,Completed
O0016003,C01371,2024-12-23,Online,Completed
O0016004,C09561,2024-01-28,Online,Completed
O0016005,C08839,2022-11-30,Delivery,Completed
O0016006,C02155,2021-12-26,Store,Completed
O0016007,C06923,2021-10-13,Online,Completed
O0016008,C01927,2021-03-31,Online,Completed
O0016009,C08240,2024-04-08,Online,Completed
O0016010,C01053,2024-09-29,Delivery,Completed
O0016011,C09982,2023-11-26,Online,Completed
O0016012,C04189,2024-01-21,Store,Completed
O0016013,C01389,2023-07-29,Pickup,Completed
O0016014,C09119,2022-08-30,Online,Completed
O0016015,C08970,2020-11-21,Online,Completed
O0016016,C05748,2021-04-03,Pickup,Completed
O0016017,C00078,2020-07-29,Online,Completed
O0016018,C00408,2021-11-19,Delivery,Completed
O0016019,C09338,2022-10-20,Online,Completed
O0016020,C07077,2021-12-25,Online,Cancelled
O0016021,C03986,2021-11-27,Store,Completed
O0016022,C07638,2024-07-07,Pickup,Completed
O0016023,C06089,2023-12-20,Store,Completed
O0016024,C01151,2021-06-04,Store,Completed
O0016025,C07814,2021-03-07,Online,Completed
O0016026,C03725,2024-10-16,Online,Returned
O0016027,C06717,2022-07-06,Online,Returned
O0016028,C06219,2020-12-13,Online,Returned
O0016029,C02123,2023-05-06,Online,Completed
O0016030,C07878,2020-04-19,Online,Completed
O0016031,C01762,2021-08-28,Online,Cancelled
O0016032,C01372,2023-06-10,Store,Completed
O0016033,C02110,2021-12-09,Pickup,Completed
O0016034,C03767,2023-09-03,Online,Completed
O0016035,C01874,2024-04-24,Online,Completed
O0016036,C09247,2023-12-11,Online,Completed
O0016037,C00381,2022-02-23,Pickup,Completed
O0016038,C09146,2020-07-05,Delivery,Returned
O0016039,C08955,2023-07-11,Online,Completed
O0016040,C01716,2023-08-08,Online,Completed
O0016041,C09228,2020-08-09,Online,Completed
O0016042,C06340,2021-11-02,Online,Completed
O0016043,C00375,2023-01-19,Pickup,Completed
O0016044,C04967,2020-03-07,Online,Completed
O0016045,C00969,2021-07-06,Online,Completed
O0016046,C06576,2022-05-04,Online,Completed
O0016047,C09480,2021-12-27,Online,Returned
O0016048,C04896,2020-09-26,Store,Completed
O0016049,C00462,2022-04-08,Online,Completed
O0016050,C00725,2020-02-02,Store,Completed
O0016051,C04226,2020-11-30,Online,Completed
O0016052,C00278,2020-11-23,Online,Completed
O0016053,C02092,2022-03-01,Delivery,Completed
O0016054,C05550,2024-06-29,Online,Completed
O0016055,C01782,2023-11-18,Online,Completed
O0016056,C02365,2024-03-05,Store,Completed
O0016057,C03866,2021-12-20,Online,Completed
O0016058,C05189,2021-07-12,Delivery,Completed
O0016059,C06060,2024-10-11,Delivery,Completed
O0016060,C01757,2020-03-18,Pickup,Completed
O0016061,C02143,2022-11-18,Store,Completed
O0016062,C09420,2024-02-09,Online,Completed
O0016063,C05746,2021-11-06,Online,Completed
O0016064,C02694,2022-01-28,Store,Completed
O0016065,C03681,2024-11-30,Online,Completed
O0016066,C01571,2020-09-18,Store,Completed
O0016067,C07995,2022-11-18,Online,Completed
O0016068,C01056,2021-06-15,Online,Returned
O0016069,C09093,2020-07-18,Online,Completed
O0016070,C04898,2024-08-12,Online,Completed
O0016071,C00463,2022-07-25,Online,Completed
O0016072,C06242,2022-11-19,Online,Completed
O0016073,C00441,2021-02-22,Pickup,Completed
O0016074,C09738,2021-01-25,Online,Completed
O0016075,C03312,2023-12-09,Online,Completed
O0016076,C03701,2022-06-05,Online,Completed
O0016077,C03171,2024-01-31,Store,Completed
O0016078,C05856,2023-12-26,Online,Completed
O0016079,C06341,2022-01-23,Online,Completed
O0016080,C02408,2020-12-23,Pickup,Completed
O0016081,C05678,2023-07-21,Online,Completed
O0016082,C01290,2021-09-07,Online,Completed
O0016083,C08240,2023-03-23,Online,Completed
O0016084,C07893,2022-12-11,Pickup,Completed
O0016085,C07709,2021-01-22,Delivery,Completed
O0016086,C07673,2020-01-25,Online,Completed
O0016087,C02592,2024-01-17,Store,Completed
O0016088,C05007,2021-06-20,Online,Cancelled
O0016089,C00871,2022-03-29,Online,Completed
O0016090,C09842,2024-04-07,Online,Completed
O0016091,C05790,2024-02-13,Pickup,Completed
O0016092,C00649,2024-11-22,Delivery,Completed
O0016093,C00025,2022-12-26,Store,Returned
O0016094,C09069,2021-09-27,Delivery,Completed
O0016095,C04417,2023-09-25,Store,Completed
O0016096,C03688,2022-12-27,Pickup,Completed
O0016097,C03931,2023-11-29,Store,Returned
O0016098,C09183,2024-05-10,Store,Completed
O0016099,C01350,2022-12-23,Store,Completed
O0016100,C03080,2020-06-07,Store,Completed
O0016101,C08358,2023-07-04,Online,Completed
O0016102,C01060,2022-12-02,Online,Completed
O0016103,C07105,2021-10-07,Pickup,Completed
O0016104,C09664,2024-02-03,Pickup,Completed
O0016105,C07982,2024-07-07,Online,Returned
O0016106,C08870,2022-02-20,Online,Completed
O0016107,C08064,2021-08-22,Delivery,Completed
O0016108,C07941,2021-05-12,Online,Completed
O0016109,C09520,2023-12-07,Online,Returned
O0016110,C05063,2020-02-22,Pickup,Completed
O0016111,C03573,2021-01-12,Store,Completed
O0016112,C01501,2023-11-10,Online,Completed
O0016113,C03275,2023-06-29,Online,Completed
O0016114,C02449,2023-10-20,Online,Completed
O0016115,C01367,2020-12-11,Store,Returned
O0016116,C04157,2021-02-18,Online,Completed
O0016117,C02126,2023-06-22,Online,Completed
O0016118,C00876,2024-10-25,Online,Completed
O0016119,C07844,2020-04-19,Pickup,Completed
O0016120,C08640,2022-07-03,Online,Completed
O0016121,C03156,2024-03-24,Online,Completed
O0016122,C08763,2022-02-03,Online,Returned
O0016123,C04203,2024-03-20,Store,Completed
O0016124,C03388,2021-12-12,Online,Completed
O0016125,C03197,2022-12-27,Online,Completed
O0016126,C05183,2023-11-08,Store,Cancelled
O0016127,C02599,2021-08-14,Delivery,Completed
O0016128,C04722,2024-11-21,Store,Completed
O0016129,C06661,2022-02-11,Online,Completed
O0016130,C03535,2022-04-01,Delivery,Completed
O0016131,C07780,2020-05-13,Online,Completed
O0016132,C00829,2020-05-22,Store,Completed
O0016133,C01327,2024-10-22,Online,Returned
O0016134,C03139,2020-07-11,Online,Completed
O0016135,C04183,2021-05-19,Online,Completed
O0016136,C05420,2020-07-20,Online,Cancelled
O0016137,C01875,2023-08-12,Store,Completed
O0016138,C03345,2023-06-09,Online,Completed
O0016139,C03796,2024-04-24,Store,Completed
O0016140,C08901,2024-06-25,Delivery,Completed
O0016141,C01726,2020-11-18,Pickup,Completed
O0016142,C09220,2020-08-01,Online,Completed
O0016143,C05902,2024-01-20,Store,Returned
O0016144,C07485,2021-07-20,Pickup,Completed
O0016145,C03576,2021-11-09,Delivery,Completed
O0016146,C05774,2021-11-14,Online,Completed
O0016147,C08904,2020-04-23,Online,Completed
O0016148,C08593,2020-11-10,Online,Cancelled
O0016149,C07405,2020-10-23,Store,Completed
O0016150,C05751,2021-12-24,Delivery,Returned
O0016151,C08775,2024-06-18,Store,Completed
O0016152,C01715,2020-01-04,Delivery,Completed
O0016153,C03200,2024-02-12,Online,Completed
O0016154,C04865,2024-12-11,Online,Completed
O0016155,C08727,2020-01-19,Online,Completed
O0016156,C03661,2024-12-13,Online,Completed
O0016157,C03945,2023-06-04,Online,Completed
O0016158,C08512,2023-01-01,Online,Completed
O0016159,C01155,2020-05-21,Online,Completed
O0016160,C05798,2024-05-29,Delivery,Completed
O0016161,C05610,2022-10-15,Online,Completed
O0016162,C01270,2023-05-24,Online,Completed
O0016163,C06301,2024-01-20,Pickup,Completed
O0016164,C09402,2024-07-12,Online,Completed
O0016165,C06264,2024-08-25,Pickup,Completed
O0016166,C03547,2022-08-06,Online,Completed
O0016167,C06866,2020-05-08,Delivery,Completed
O0016168,C02710,2021-03-01,Online,Completed
O0016169,C02084,2021-12-21,Store,Completed
O0016170,C01448,2024-07-19,Online,Completed
O0016171,C03843,2020-01-07,Store,Completed
O0016172,C02609,2020-12-08,Store,Completed
O0016173,C04347,2022-05-12,Pickup,Completed
O0016174,C05017,2021-11-26,Online,Completed
O0016175,C05338,2023-02-02,Delivery,Completed
O0016176,C06143,2024-09-05,Online,Completed
O0016177,C04958,2023-09-23,Online,Completed
O0016178,C09356,2022-12-06,Pickup,Completed
O0016179,C06749,2024-06-10,Store,Completed
O0016180,C02470,2022-12-29,Online,Completed
O0016181,C04189,2020-11-02,Pickup,Completed
O0016182,C02079,2022-10-28,Online,Cancelled
O0016183,C09864,2024-06-14,Online,Completed
O0016184,C08839,2022-11-25,Online,Completed
O0016185,C03007,2024-06-07,Store,Completed
O0016186,C07381,2023-01-16,Delivery,Completed
O0016187,C08613,2022-12-21,Pickup,Completed
O0016188,C06251,2023-09-14,Store,Completed
O0016189,C05071,2020-11-13,Store,Completed
O0016190,C07113,2023-12-27,Delivery,Returned
O0016191,C04705,2024-10-18,Online,Completed
O0016192,C05716,2022-07-17,Online,Completed
O0016193,C06959,2020-02-17,Delivery,Completed
O0016194,C08432,2021-02-18,Store,Completed
O0016195,C06642,2021-09-24,Delivery,Completed
O0016196,C01109,2020-12-27,Store,Completed
O0016197,C00152,2023-12-26,Store,Completed
O0016198,C00318,2022-11-25,Online,Completed
O0016199,C04607,2023-12-05,Online,Completed
O0016200,C01967,2021-10-03,Online,Returned
O0016201,C06277,2021-11-06,Online,Returned
O0016202,C00725,2020-11-22,Online,Completed
O0016203,C01979,2022-02-26,Store,Completed
O0016204,C01502,2024-05-25,Online,Completed
O0016205,C02313,2020-08-31,Online,Returned
O0016206,C01038,2022-07-15,Pickup,Completed
O0016207,C02064,2023-06-22,Store,Completed
O0016208,C07069,2024-12-22,Online,Completed
O0016209,C00459,2022-05-15,Online,Returned
O0016210,C03620,2023-04-09,Store,Completed
O0016211,C04735,2022-09-10,Online,Cancelled
O0016212,C05802,2020-04-24,Online,Completed
O0016213,C02530,2024-03-15,Online,Completed
O0016214,C04048,2024-08-12,Online,Completed
O0016215,C02804,2022-11-15,Store,Completed
O0016216,C01928,2020-12-19,Online,Completed
O0016217,C05982,2021-02-20,Store,Cancelled
O0016218,C00180,2021-09-27,Store,Completed
O0016219,C08195,2020-11-13,Delivery,Completed
O0016220,C05929,2022-01-15,Online,Completed
O0016221,C04499,2024-07-03,Online,Completed
O0016222,C02187,2021-06-22,Online,Completed
O0016223,C05932,2021-07-02,Store,Completed
O0016224,C03514,2022-06-19,Online,Completed
O0016225,C05004,2022-06-25,Store,Completed
O0016226,C04384,2023-10-01,Online,Completed
O0016227,C03271,2024-10-26,Online,Completed
O0016228,C00044,2020-09-04,Delivery,Completed
O0016229,C04091,2021-12-26,Online,Completed
O0016230,C06293,2021-12-25,Pickup,Completed
O0016231,C08742,2023-03-25,Delivery,Completed
O0016232,C01621,2021-06-16,Online,Completed
O0016233,C09477,2022-05-09,Delivery,Completed
O0016234,C06021,2024-06-16,Online,Completed
O0016235,C07726,2023-09-23,Online,Completed
O0016236,C08899,2022-08-26,Online,Completed
O0016237,C06944,2021-08-08,Store,Completed
O0016238,C04817,2022-11-23,Online,Completed
O0016239,C06543,2022-02-18,Online,Completed
O0016240,C06228,2023-11-11,Store,Completed
O0016241,C04677,2020-07-31,Online,Completed
O0016242,C00920,2023-05-19,Online,Completed
O0016243,C01493,2021-04-16,Store,Cancelled
O0016244,C00937,2020-12-17,Online,Completed
O0016245,C01235,2023-04-09,Pickup,Cancelled
O0016246,C06698,2024-08-10,Online,Completed
O0016247,C05947,2020-03-25,Online,Returned
O0016248,C08064,2020-11-15,Online,Completed
O0016249,C07235,2023-11-11,Delivery,Completed
O0016250,C07131,2021-06-11,Delivery,Completed
O0016251,C02097,2023-12-06,Pickup,Completed
O0016252,C05380,2024-02-04,Delivery,Completed
O0016253,C01968,2024-06-30,Online,Completed
O0016254,C01333,2021-09-15,Pickup,Completed
O0016255,C07907,2024-03-22,Online,Completed
O0016256,C08627,2024-09-03,Online,Completed
O0016257,C01876,2021-05-13,Store,Completed
O0016258,C08807,2022-01-02,Store,Completed
O0016259,C07086,2020-10-19,Online,Cancelled
O0016260,C08091,2024-11-13,Store,Completed
O0016261,C05363,2022-11-25,Online,Completed
O0016262,C05918,2022-04-14,Store,Cancelled
O0016263,C00279,2022-08-18,Pickup,Completed
O0016264,C03968,2021-06-11,Delivery,Completed
O0016265,C00779,2024-05-18,Online,Completed
O0016266,C02226,2022-05-11,Online,Completed
O0016267,C04485,2020-11-28,Store,Completed
O0016268,C07997,2022-05-25,Delivery,Completed
O0016269,C06107,2024-07-08,Online,Completed
O0016270,C09981,2020-09-03,Online,Completed
O0016271,C09847,2024-07-21,Store,Completed
O0016272,C07305,2021-11-26,Pickup,Completed
O0016273,C07085,2024-07-04,Pickup,Completed
O0016274,C03304,2021-05-24,Online,Cancelled
O0016275,C02760,2020-06-02,Store,Completed
O0016276,C07942,2020-08-08,Pickup,Completed
O0016277,C07491,2021-03-01,Online,Completed
O0016278,C08456,2023-10-22,Store,Completed
O0016279,C03434,2024-09-02,Online,Completed
O0016280,C04007,2022-12-29,Online,Completed
O0016281,C01865,2020-10-18,Delivery,Completed
O0016282,C06047,2021-07-17,Online,Completed
O0016283,C07689,2020-02-09,Online,Completed
O0016284,C01051,2021-11-14,Online,Completed
O0016285,C06842,2024-03-04,Online,Completed
O0016286,C06233,2021-11-21,Online,Completed
O0016287,C06864,2022-12-24,Online,Completed
O0016288,C08341,2023-01-28,Online,Completed
O0016289,C01400,2023-11-30,Store,Completed
O0016290,C03493,2022-12-26,Delivery,Completed
O0016291,C07862,2023-12-10,Online,Completed
O0016292,C04650,2022-12-06,Store,Completed
O0016293,C08975,2023-11-24,Pickup,Completed
O0016294,C03487,2020-01-05,Delivery,Completed
O0016295,C03830,2020-04-19,Online,Completed
O0016296,C09357,2023-07-21,Store,Completed
O0016297,C08719,2020-04-05,Online,Completed
O0016298,C07982,2022-05-04,Store,Completed
O0016299,C09945,2023-02-10,Online,Completed
O0016300,C02425,2021-09-17,Online,Completed
O0016301,C01039,2021-04-03,Online,Completed
O0016302,C00440,2024-12-20,Store,Completed
O0016303,C08197,2020-12-28,Online,Returned
O0016304,C03185,2022-09-10,Online,Completed
O0016305,C03125,2024-05-24,Pickup,Completed
O0016306,C07380,2024-06-24,Delivery,Completed
O0016307,C05563,2024-09-06,Online,Completed
O0016308,C09649,2022-11-24,Store,Completed
O0016309,C06589,2020-05-18,Store,Completed
O0016310,C09654,2020-03-28,Online,Returned
O0016311,C07067,2021-07-09,Online,Completed
O0016312,C03293,2020-03-08,Online,Completed
O0016313,C09119,2020-10-02,Store,Cancelled
O0016314,C05117,2020-08-25,Online,Completed
O0016315,C09616,2020-09-04,Delivery,Completed
O0016316,C00265,2023-08-17,Online,Completed
O0016317,C06592,2021-12-19,Store,Completed
O0016318,C05130,2020-01-17,Online,Completed
O0016319,C03855,2021-11-07,Store,Completed
O0016320,C03060,2021-10-24,Online,Completed
O0016321,C06980,2023-09-02,Online,Completed
O0016322,C08495,2022-10-08,Delivery,Completed
O0016323,C04707,2022-09-25,Online,Completed
O0016324,C00741,2020-04-21,Online,Completed
O0016325,C02213,2022-05-28,Online,Completed
O0016326,C05743,2021-06-14,Online,Completed
O0016327,C05876,2023-07-01,Online,Completed
O0016328,C07411,2020-09-19,Store,Completed
O0016329,C09828,2022-07-14,Delivery,Completed
O0016330,C09703,2024-03-15,Online,Cancelled
O0016331,C08466,2023-02-26,Online,Completed
O0016332,C05655,2022-02-12,Online,Completed
O0016333,C09029,2020-03-31,Pickup,Completed
O0016334,C01234,2023-10-19,Online,Completed
O0016335,C09747,2022-06-26,Online,Completed
O0016336,C01609,2023-10-24,Delivery,Completed
O0016337,C05315,2020-07-23,Delivery,Completed
O0016338,C08224,2020-12-15,Pickup,Completed
O0016339,C09094,2021-11-26,Online,Completed
O0016340,C07213,2021-04-16,Store,Completed
O0016341,C05620,2024-12-08,Pickup,Returned
O0016342,C08769,2021-07-24,Store,Completed
O0016343,C04172,2024-12-28,Pickup,Completed
O0016344,C00103,2020-01-07,Online,Completed
O0016345,C02679,2021-02-13,Online,Completed
O0016346,C04310,2020-05-10,Online,Completed
O0016347,C06735,2022-01-02,Pickup,Completed
O0016348,C03331,2022-05-23,Online,Completed
O0016349,C07432,2022-06-05,Pickup,Completed
O0016350,C05958,2022-12-14,Delivery,Completed
O0016351,C04525,2021-04-18,Online,Completed
O0016352,C04300,2024-03-23,Online,Completed
O0016353,C09279,2024-10-09,Online,Cancelled
O0016354,C05316,2021-03-20,Delivery,Cancelled
O0016355,C08581,2022-02-11,Online,Completed
O0016356,C03645,2022-04-20,Online,Returned
O0016357,C04206,2021-07-29,Online,Completed
O0016358,C03177,2023-11-02,Delivery,Completed
O0016359,C00811,2024-12-01,Online,Completed
O0016360,C07411,2023-11-01,Pickup,Completed
O0016361,C05488,2021-02-11,Online,Completed
O0016362,C05448,2022-10-19,Online,Completed
O0016363,C04090,2023-02-08,Store,Completed
O0016364,C01812,2023-11-16,Online,Completed
O0016365,C05025,2022-09-15,Online,Completed
O0016366,C02042,2023-12-08,Online,Completed
O0016367,C09964,2022-12-17,Delivery,Cancelled
O0016368,C00388,2023-01-08,Pickup,Completed
O0016369,C05119,2021-02-14,Store,Completed
O0016370,C08331,2022-12-13,Delivery,Returned
O0016371,C04981,2021-12-07,Store,Completed
O0016372,C08380,2020-11-03,Pickup,Cancelled
O0016373,C08226,2022-11-01,Online,Completed
O0016374,C02085,2020-03-30,Store,Completed
O0016375,C07324,2024-08-02,Online,Completed
O0016376,C03660,2021-04-18,Online,Returned
O0016377,C08546,2020-05-16,Online,Completed
O0016378,C00776,2022-02-15,Delivery,Completed
O0016379,C08128,2021-04-28,Online,Completed
O0016380,C01339,2024-08-17,Online,Completed
O0016381,C06941,2020-03-18,Store,Completed
O0016382,C07473,2022-03-31,Online,Completed
O0016383,C09846,2022-09-29,Online,Completed
O0016384,C09629,2020-09-22,Online,Returned
O0016385,C07144,2024-09-06,Store,Completed
O0016386,C00986,2023-10-22,Online,Completed
O0016387,C04304,2021-11-12,Online,Completed
O0016388,C02201,2024-06-29,Store,Completed
O0016389,C08037,2021-07-15,Store,Completed
O0016390,C06118,2021-01-17,Store,Completed
O0016391,C02866,2020-05-03,Store,Completed
O0016392,C01659,2024-05-05,Store,Completed
O0016393,C04599,2021-10-28,Store,Completed
O0016394,C00474,2020-08-20,Online,Completed
O0016395,C05477,2023-08-31,Delivery,Completed
O0016396,C06997,2024-05-14,Store,Completed
O0016397,C06232,2024-03-25,Store,Completed
O0016398,C06169,2020-03-19,Store,Cancelled
O0016399,C07343,2021-11-01,Delivery,Completed
O0016400,C08892,2023-09-17,Online,Completed
O0016401,C01891,2021-12-18,Online,Completed
O0016402,C00441,2021-12-07,Online,Completed
O0016403,C03102,2022-03-01,Pickup,Completed
O0016404,C00140,2024-02-12,Store,Completed
O0016405,C02759,2022-12-22,Store,Completed
O0016406,C06922,2020-07-28,Store,Completed
O0016407,C00238,2023-03-03,Delivery,Completed
O0016408,C00275,2024-12-14,Store,Completed
O0016409,C01899,2021-07-17,Online,Completed
O0016410,C04722,2023-02-13,Online,Completed
O0016411,C06457,2021-02-27,Online,Completed
O0016412,C04106,2024-10-24,Online,Cancelled
O0016413,C03390,2023-09-20,Store,Cancelled
O0016414,C08126,2022-12-24,Online,Completed
O0016415,C09339,2020-09-17,Pickup,Completed
O0016416,C03937,2024-12-27,Online,Completed
O0016417,C03023,2023-09-26,Online,Completed
O0016418,C07927,2024-02-01,Online,Completed
O0016419,C00865,2022-12-10,Online,Completed
O0016420,C03887,2020-08-28,Store,Completed
O0016421,C03702,2020-12-17,Store,Returned
O0016422,C02503,2024-06-12,Pickup,Completed
O0016423,C03761,2021-07-25,Online,Completed
O0016424,C05892,2023-08-16,Online,Completed
O0016425,C05114,2021-08-24,Online,Completed
O0016426,C02980,2022-07-14,Online,Completed
O0016427,C04055,2022-12-29,Online,Completed
O0016428,C01152,2021-12-12,Pickup,Completed
O0016429,C08554,2023-09-29,Online,Completed
O0016430,C02072,2020-06-05,Store,Completed
O0016431,C06113,2024-02-04,Store,Completed
O0016432,C06255,2020-02-27,Pickup,Completed
O0016433,C08504,2023-11-06,Store,Cancelled
O0016434,C05544,2021-07-01,Online,Completed
O0016435,C01304,2020-12-17,Store,Completed
O0016436,C02790,2020-06-13,Store,Completed
O0016437,C08747,2023-07-01,Online,Completed
O0016438,C00670,2022-10-28,Online,Completed
